district_id,est_child_poverty,est_total_child,est_total_pop,year,child_pov_ratio,child_adult_ratio,county,instruction_total,support_total,community_total,other_total,sum_total,instruction_per_pupil,support_per_pupil,community_per_pupil,other_per_pupil,sum_per_pupil,emh,school_id,achievement_dir,growth_dir,overall_dir,school_grade,read_achievement,math_achievement,write_achievement,science_achievement,overall_weighted_growth,read_growth,math_growth,write_growth,total,pct_amind,pct_asian,pct_black,pct_hisp,pct_white,pct_pi,pct_2ormore,pct_fr,district_name,school
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,220,0.0,0.0,0.0,2,1,3,2,1,6,6,7,6,593,0.005059022,0.003372681,0.21079258,0.730185497,0.030354132,0.001686341,0.018549747,0.943,DENVER COUNTY 1,AMESSE ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,220,0.0,0.0,0.0,3,1,3,1,1,6,6,6,6,593,0.005059022,0.003372681,0.21079258,0.730185497,0.030354132,0.001686341,0.018549747,0.943,DENVER COUNTY 1,AMESSE ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,220,0.0,0.0,1.0,5,1,1,3,3,6,9,5,9,583,0.005145798,0.003430532,0.241852487,0.684391081,0.034305317,0.001715266,0.02915952,0.9617,DENVER COUNTY 1,AMESSE ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,388,0.0,0.0,-1.0,9,6,8,7,6,9,9,9,9,379,0.005277045,0.055408971,0.073878628,0.308707124,0.496042216,0.002638522,0.058047493,0.536,DENVER COUNTY 1,ASBURY ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,388,0.0,0.0,0.0,9,6,9,7,8,9,9,10,6,379,0.005277045,0.055408971,0.073878628,0.308707124,0.496042216,0.002638522,0.058047493,0.536,DENVER COUNTY 1,ASBURY ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,388,0.0,0.0,0.0,9,6,7,7,6,9,9,9,6,313,0.006389776,0.028753994,0.079872204,0.293929712,0.523961661,0.003194888,0.063897764,0.4792,DENVER COUNTY 1,ASBURY ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,408,-1.0,0.0,1.0,6,1,3,1,1,6,11,2,8,369,0.002710027,0.002710027,0.008130081,0.756097561,0.20596206,0.0,0.024390244,0.8079999999999999,DENVER COUNTY 1,VALDEZ ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,M,408,1.0,1.0,1.0,6,5,1,6,,12,12,6,13,369,0.002710027,0.002710027,0.008130081,0.756097561,0.20596206,0.0,0.024390244,0.8079999999999999,DENVER COUNTY 1,VALDEZ ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,408,1.0,1.0,1.0,6,2,3,3,1,11,9,12,8,369,0.002710027,0.002710027,0.008130081,0.756097561,0.20596206,0.0,0.024390244,0.8079999999999999,DENVER COUNTY 1,VALDEZ ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,408,0.0,0.0,1.0,7,1,1,1,1,9,13,6,12,361,0.002770083,0.002770083,0.008310249,0.728531856,0.24099723,0.0,0.016620499,0.7472,DENVER COUNTY 1,VALDEZ ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,418,1.0,1.0,1.0,5,1,3,1,1,7,7,9,5,345,0.002898551,0.005797101,0.188405797,0.750724638,0.037681159,0.0,0.014492754,0.8240000000000001,DENVER COUNTY 1,ASHLEY ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,418,-1.0,-1.0,-1.0,3,1,2,1,1,6,6,6,4,345,0.002898551,0.005797101,0.188405797,0.750724638,0.037681159,0.0,0.014492754,0.8240000000000001,DENVER COUNTY 1,ASHLEY ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,418,0.0,0.0,0.0,3,1,1,1,1,5,6,6,3,354,0.005649718,0.002824859,0.18079096,0.728813559,0.059322034,0.0,0.02259887,0.9623999999999999,DENVER COUNTY 1,ASHLEY ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,520,-1.0,0.0,1.0,6,1,3,1,2,8,9,9,6,460,0.006521739,0.013043478,0.006521739,0.936956522,0.034782609,0.0,0.002173913,0.9790000000000001,DENVER COUNTY 1,BARNUM ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,520,0.0,0.0,0.0,5,1,4,1,1,7,5,10,6,460,0.006521739,0.013043478,0.006521739,0.936956522,0.034782609,0.0,0.002173913,0.9790000000000001,DENVER COUNTY 1,BARNUM ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,520,1.0,0.0,1.0,6,2,3,4,1,7,9,5,9,489,0.00408998,0.008179959,0.010224949,0.932515337,0.040899796,0.0,0.00408998,0.9387000000000001,DENVER COUNTY 1,BARNUM ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,540,1.0,1.0,1.0,6,1,1,1,1,9,11,6,9,207,0.004830918,0.009661836,0.439613527,0.512077295,0.028985507,0.0,0.004830918,0.955,DENVER COUNTY 1,BARRETT ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,540,1.0,-1.0,-1.0,3,1,1,1,1,6,6,6,5,207,0.004830918,0.009661836,0.439613527,0.512077295,0.028985507,0.0,0.004830918,0.955,DENVER COUNTY 1,BARRETT ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,540,-1.0,-1.0,-1.0,5,1,1,1,1,6,7,7,5,222,0.009009009,0.013513514,0.40990991,0.504504505,0.063063063,0.0,0.0,0.9470999999999999,DENVER COUNTY 1,BARRETT ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,650,1.0,1.0,0.0,13,12,12,10,6,13,13,13,13,354,0.008474576,0.0,0.014124294,0.935028249,0.042372881,0.0,0.0,0.966,DENVER COUNTY 1,BEACH COURT ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,650,0.0,-1.0,0.0,12,9,10,9,6,13,13,13,13,354,0.008474576,0.0,0.014124294,0.935028249,0.042372881,0.0,0.0,0.966,DENVER COUNTY 1,BEACH COURT ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,650,,,,,3,2,3,6,,,,,363,0.008264463,0.0,0.008264463,0.936639118,0.041322314,0.0,0.005509642,0.9606,DENVER COUNTY 1,BEACH COURT ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,964,0.0,0.0,1.0,8,6,7,6,6,9,9,7,8,534,0.001872659,0.026217228,0.110486891,0.286516854,0.518726592,0.0,0.056179775,0.447,DENVER COUNTY 1,BRADLEY ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,964,0.0,0.0,0.0,9,6,6,6,6,10,9,6,12,534,0.001872659,0.026217228,0.110486891,0.286516854,0.518726592,0.0,0.056179775,0.447,DENVER COUNTY 1,BRADLEY ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,964,1.0,1.0,0.0,12,7,6,7,7,13,13,12,12,521,0.001919386,0.024952015,0.126679463,0.291746641,0.497120921,0.0,0.057581574,0.5088,DENVER COUNTY 1,BRADLEY ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,1056,0.0,0.0,0.0,13,12,12,12,12,12,12,10,12,317,0.003154574,0.047318612,0.018927445,0.107255521,0.776025237,0.003154574,0.044164038,0.076,DENVER COUNTY 1,BROMWELL ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,1056,0.0,0.0,-1.0,12,12,12,12,10,12,10,9,12,317,0.003154574,0.047318612,0.018927445,0.107255521,0.776025237,0.003154574,0.044164038,0.076,DENVER COUNTY 1,BROMWELL ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,1056,0.0,0.0,0.0,12,12,13,12,12,9,13,9,6,319,0.003134796,0.028213166,0.021943574,0.12539185,0.780564263,0.0,0.040752351,0.0909,DENVER COUNTY 1,BROMWELL ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,1076,1.0,0.0,0.0,7,5,6,5,3,9,6,7,12,492,0.034552846,0.052845528,0.014227642,0.451219512,0.396341463,0.0,0.050813008,0.513,DENVER COUNTY 1,BROWN ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,1076,1.0,-1.0,0.0,6,6,6,6,4,5,6,4,6,492,0.034552846,0.052845528,0.014227642,0.451219512,0.396341463,0.0,0.050813008,0.513,DENVER COUNTY 1,BROWN ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,1076,1.0,0.0,0.0,6,6,6,6,6,6,6,7,7,494,0.028340081,0.048582996,0.010121457,0.451417004,0.423076923,0.0,0.038461538,0.5077,DENVER COUNTY 1,BROWN ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,1106,-1.0,0.0,1.0,7,4,3,5,5,9,12,6,7,459,0.010893246,0.002178649,0.0,0.952069717,0.034858388,0.0,0.0,0.95,DENVER COUNTY 1,BRYANT WEBSTER K-8 SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,M,1106,0.0,0.0,1.0,7,5,3,6,6,9,10,7,9,459,0.010893246,0.002178649,0.0,0.952069717,0.034858388,0.0,0.0,0.95,DENVER COUNTY 1,BRYANT WEBSTER K-8 SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,1106,-1.0,-1.0,-1.0,6,3,5,5,4,7,6,8,7,459,0.010893246,0.002178649,0.0,0.952069717,0.034858388,0.0,0.0,0.95,DENVER COUNTY 1,BRYANT WEBSTER K-8 SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,M,1106,1.0,0.0,0.0,9,5,4,6,6,9,9,8,9,459,0.010893246,0.002178649,0.0,0.952069717,0.034858388,0.0,0.0,0.95,DENVER COUNTY 1,BRYANT WEBSTER K-8 SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,1106,1.0,0.0,0.0,6,3,5,5,3,8,7,13,7,441,0.009070295,0.002267574,0.002267574,0.954648526,0.029478458,0.0,0.002267574,0.9567,DENVER COUNTY 1,BRYANT WEBSTER K-8 SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,M,1106,-1.0,-1.0,-1.0,6,5,5,5,5,9,9,6,9,441,0.009070295,0.002267574,0.002267574,0.954648526,0.029478458,0.0,0.002267574,0.9567,DENVER COUNTY 1,BRYANT WEBSTER K-8 SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,H,1319,1.0,0.0,0.0,7,9,6,6,6,7,12,6,6,400,0.0075,0.025,0.0325,0.845,0.085,0.0,0.005,0.838,DENVER COUNTY 1,FRED N THOMAS CAREER EDUCATION CENTER
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,H,1319,1.0,0.0,0.0,7,9,8,7,6,7,10,6,7,400,0.0075,0.025,0.0325,0.845,0.085,0.0,0.005,0.838,DENVER COUNTY 1,FRED N THOMAS CAREER EDUCATION CENTER
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,H,1319,1.0,1.0,0.0,9,9,6,6,6,9,10,6,9,387,0.005167959,0.025839793,0.025839793,0.870801034,0.067183463,0.0,0.005167959,0.8863,DENVER COUNTY 1,FRED N THOMAS CAREER EDUCATION CENTER
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,1324,0.0,0.0,0.0,9,8,9,9,8,10,11,9,8,400,0.005,0.045,0.06,0.165,0.645,0.0,0.08,0.191,DENVER COUNTY 1,CARSON ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,1324,1.0,1.0,1.0,12,9,10,10,11,12,12,12,12,400,0.005,0.045,0.06,0.165,0.645,0.0,0.08,0.191,DENVER COUNTY 1,CARSON ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,1324,1.0,-1.0,0.0,10,10,12,11,11,9,9,9,5,406,0.0,0.032019704,0.054187192,0.13546798,0.68226601,0.0,0.096059113,0.1606,DENVER COUNTY 1,CARSON ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,1345,0.0,0.0,0.0,5,4,6,6,2,6,6,5,8,415,0.014457831,0.004819277,0.014457831,0.874698795,0.084337349,0.0,0.007228916,0.858,DENVER COUNTY 1,CESAR CHAVEZ ACADEMY DENVER
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,M,1345,0.0,0.0,0.0,5,4,1,4,5,3,6,1,6,415,0.014457831,0.004819277,0.014457831,0.874698795,0.084337349,0.0,0.007228916,0.858,DENVER COUNTY 1,CESAR CHAVEZ ACADEMY DENVER
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,1345,0.0,-1.0,-1.0,3,3,6,5,3,3,5,3,4,415,0.014457831,0.004819277,0.014457831,0.874698795,0.084337349,0.0,0.007228916,0.858,DENVER COUNTY 1,CESAR CHAVEZ ACADEMY DENVER
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,M,1345,-1.0,0.0,0.0,3,3,1,5,1,6,6,3,9,415,0.014457831,0.004819277,0.014457831,0.874698795,0.084337349,0.0,0.007228916,0.858,DENVER COUNTY 1,CESAR CHAVEZ ACADEMY DENVER
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,1345,0.0,0.0,0.0,5,5,6,6,1,6,6,3,6,438,0.00913242,0.00456621,0.00913242,0.878995434,0.091324201,0.0,0.006849315,0.8311,DENVER COUNTY 1,CESAR CHAVEZ ACADEMY DENVER
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,M,1345,1.0,1.0,1.0,6,3,3,3,5,6,9,7,6,438,0.00913242,0.00456621,0.00913242,0.878995434,0.091324201,0.0,0.006849315,0.8311,DENVER COUNTY 1,CESAR CHAVEZ ACADEMY DENVER
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,1400,0.0,0.0,0.0,3,3,5,4,3,3,3,5,3,534,0.014981273,0.024344569,0.018726592,0.722846442,0.213483146,0.0,0.005617978,0.778,DENVER COUNTY 1,CENTENNIAL K-8 SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,M,1400,0.0,0.0,0.0,3,4,1,4,6,6,5,6,6,534,0.014981273,0.024344569,0.018726592,0.722846442,0.213483146,0.0,0.005617978,0.778,DENVER COUNTY 1,CENTENNIAL K-8 SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,1400,1.0,-1.0,0.0,2,4,5,4,3,3,1,6,3,534,0.014981273,0.024344569,0.018726592,0.722846442,0.213483146,0.0,0.005617978,0.778,DENVER COUNTY 1,CENTENNIAL K-8 SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,M,1400,0.0,1.0,1.0,6,5,1,5,3,9,9,9,7,534,0.014981273,0.024344569,0.018726592,0.722846442,0.213483146,0.0,0.005617978,0.778,DENVER COUNTY 1,CENTENNIAL K-8 SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,1400,-1.0,-1.0,0.0,1,3,4,5,3,1,1,3,1,530,0.016981132,0.020754717,0.030188679,0.732075472,0.186792453,0.001886792,0.011320755,0.8092,DENVER COUNTY 1,CENTENNIAL K-8 SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,M,1400,0.0,-1.0,-1.0,5,4,3,3,4,6,6,6,6,530,0.016981132,0.020754717,0.030188679,0.732075472,0.186792453,0.001886792,0.011320755,0.8092,DENVER COUNTY 1,CENTENNIAL K-8 SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,E,1528,1.0,0.0,1.0,3,2,3,2,4,5,3,6,6,497,0.016096579,0.004024145,0.052313883,0.863179074,0.048289738,0.002012072,0.014084507,0.986,DENVER COUNTY 1,CHELTENHAM ELEMENTARY SCHOOL
880,21750,88725,619968,2011,0.2451394759087067,0.14311222514710437,DENVER,445458597,384559117,24083605,376042967,1230144286, 5939 , 5127 , 321 , 5014 , 16401 ,E,1528,0.0,1.0,0.0,3,1,3,2,1,6,5,6,6,497,0.016096579,0.004024145,0.052313883,0.863179074,0.048289738,0.002012072,0.014084507,0.986,DENVER COUNTY 1,CHELTENHAM ELEMENTARY SCHOOL
880,26358,90920,634265,2012,0.28990321161460625,0.14334702372036925,DENVER,474517651,382873858,26598350,758392218,1642382077,6143,4956,344,9817,21260,E,1528,-1.0,0.0,1.0,5,1,1,1,1,6,7,7,9,539,0.009276438,0.005565863,0.06864564,0.836734694,0.057513915,0.0,0.022263451,0.9811,DENVER COUNTY 1,CHELTENHAM ELEMENTARY SCHOOL
880,22978,85901,604414,2010,0.267493975623101,0.14212278339019283,DENVER,438251412,369798031,18599153,400556989,1227205585, 6022 , 5082 , 256 , 5504 , 16864 ,H,1748,,,0.0,,,1,1,1,,,,,194,0.020618557,0.005154639,0.216494845,0.68556701,0.046391753,0.0,0.025773196,0.706,DENVER COUNTY 1,COLORADO HIGH SCHOOL
