$ ,Per Pupil,"49,395.8 "," 6,587 "," 3,027 ", 22 ," 2,699 "," 12,336 "
% ,All Funds,,53.4 ,24.5 ,0.2 ,21.9 ,100.0 
,,,,,,,
,ARAPAHOE,LITTLETON 6,,,,,
$ ,Amount,,"83,166,890","50,805,003","7,107","107,665,512","241,644,511"
$ ,Per Pupil,"15,050.0 "," 5,526 "," 3,376 ", 0 ," 7,154 "," 16,056 "
% ,All Funds,,34.4 ,21.0 ,0.0 ,44.6 ,100.0 
,,,,,,,
,ARAPAHOE,DEER TRAIL 26J,,,,,
$ ,Amount,,"1,237,708","993,160","22,924","36,542","2,290,335"
$ ,Per Pupil,157.6 ," 7,853 "," 6,302 ", 145 , 232 ," 14,533 "
% ,All Funds,,54.0 ,43.4 ,1.0 ,1.6 ,100.0 
,,,,,,,
,ARAPAHOE,ADAMS-ARAPAHOE 28J,,,,,
$ ,Amount,,"203,395,982","142,545,814","1,722,591","88,992,578","436,656,965"
$ ,Per Pupil,"35,565.9 "," 5,719 "," 4,008 ", 48 ," 2,502 "," 12,277 "
% ,All Funds,,46.6 ,32.6 ,0.4 ,20.4 ,100.0 
,,,,,,,
,ARAPAHOE,BYERS 32J,,,,,
$ ,Amount,,"2,422,463","1,796,628","46,372","678,881","4,944,344"
$ ,Per Pupil,465.6 ," 5,203 "," 3,859 ", 100 ," 1,458 "," 10,619 "
% ,All Funds,,49.0 ,36.3 ,0.9 ,13.7 ,100.0 
,,,,,,,
,ARCHULETA,ARCHULETA COUNTY 50 JT,,,,,
$ ,Amount,,"7,128,229","6,552,572",0,"938,320","14,619,122"
$ ,Per Pupil,"1,530.4 "," 4,658 "," 4,282 ", 0 , 613 ," 9,552 "
% ,All Funds,,48.8 ,44.8 ,0.0 ,6.4 ,100.0 
,,,,,,,
,BACA,WALSH RE-1,,,,,
$ ,Amount,,"1,214,733","943,145",0,"12,757","2,170,636"
$ ,Per Pupil,155.1 ," 7,832 "," 6,081 ", 0 , 82 ," 13,995 "
% ,All Funds,,56.0 ,43.5 ,0.0 ,0.6 ,100.0 
,,,,,,,
,BACA,PRITCHETT RE-3,,,,,
$ ,Amount,,"674,360","552,710",0,0,"1,227,070"
$ ,Per Pupil,63.9 ," 10,553 "," 8,650 ", 0 , 0 ," 19,203 "
% ,All Funds,,55.0 ,45.0 ,0.0 ,0.0 ,100.0 
,,,,,,,
,BACA,SPRINGFIELD RE-4,,,,,
$ ,Amount,,"1,709,815","1,165,675",0,"25,746","2,901,237"
$ ,Per Pupil,272.0 ," 6,286 "," 4,286 ", 0 , 95 ," 10,666 "
% ,All Funds,,58.9 ,40.2 ,0.0 ,0.9 ,100.0 
,,,,,,,
,BACA,VILAS RE-5,,,,,
$ ,Amount,,"1,420,186","1,288,084",0,"1,913","2,710,183"
$ ,Per Pupil,354.5 ," 4,006 "," 3,634 ", 0 , 5 ," 7,645 "
% ,All Funds,,52.4 ,47.5 ,0.0 ,0.1 ,100.0 
,,,,,,,
,BACA,CAMPO RE-6,,,,,
$ ,Amount,,"514,503","642,737","16,051",0,"1,173,291"
$ ,Per Pupil,48.8 ," 10,543 "," 13,171 ", 329 , 0 ," 24,043 "
% ,All Funds,,43.9 ,54.8 ,1.4 ,0.0 ,100.0 
,,,,,,,
,BENT,LAS ANIMAS RE-1,,,,,
$ ,Amount,,"2,714,008","2,162,696",0,"595,920","5,472,624"
$ ,Per Pupil,537.2 ," 5,052 "," 4,026 ", 0 ," 1,109 "," 10,187 "
% ,All Funds,,49.6 ,39.5 ,0.0 ,10.9 ,100.0 
,,,,,,,
,BENT,MCCLAVE RE-2,,,,,
$ ,Amount,,"1,495,150","1,175,805","1,355","365,876","3,038,185"
$ ,Per Pupil,274.2 ," 5,453 "," 4,288 ", 5 ," 1,334 "," 11,080 "
% ,All Funds,,49.2 ,38.7 ,0.0 ,12.0 ,100.0 
,,,,,,,
,BOULDER,ST VRAIN VALLEY RE 1J,,,,,
$ ,Amount,,"134,680,278","93,342,064","624,306","182,742,738","411,389,385"
$ ,Per Pupil,"25,493.3 "," 5,283 "," 3,661 ", 24 ," 7,168 "," 16,137 "
% ,All Funds,,32.7 ,22.7 ,0.2 ,44.4 ,100.0 
,,,,,,,
,BOULDER,BOULDER VALLEY RE 2,,,,,
$ ,Amount,,"174,694,230","102,951,401","4,911,328","94,371,626","376,928,586"
$ ,Per Pupil,"28,148.8 "," 6,206 "," 3,657 ", 174 ," 3,353 "," 13,391 "
% ,All Funds,,46.3 ,27.3 ,1.3 ,25.0 ,100.0 
,,,,,,,
,CHAFFEE,BUENA VISTA R-31,,,,,
$ ,Amount,,"5,631,925","4,225,231",0,"638,553","10,495,709"
$ ,Per Pupil,921.4 ," 6,112 "," 4,586 ", 0 , 693 ," 11,391 "
% ,All Funds,,53.7 ,40.3 ,0.0 ,6.1 ,100.0 
,,,,,,,
,CHAFFEE,SALIDA R-32,,,,,
$ ,Amount,,"6,758,272","5,223,828","365,557","3,155,491","15,503,147"
$ ,Per Pupil,"1,074.6 "," 6,289 "," 4,861 ", 340 ," 2,936 "," 14,427 "
% ,All Funds,,43.6 ,33.7 ,2.4 ,20.4 ,100.0 
,,,,,,,
,CHEYENNE,KIT CARSON R-1,,,,,
$ ,Amount,,"1,087,627","948,370",0,"32,501","2,068,498"
$ ,Per Pupil,105.2 ," 10,339 "," 9,015 ", 0 , 309 ," 19,663 "
% ,All Funds,,52.6 ,45.8 ,0.0 ,1.6 ,100.0 
,,,,,,,
,CHEYENNE,CHEYENNE COUNTY RE-5,,,,,
$ ,Amount,,"1,669,825","1,427,090",248,"785,781","3,882,944"
$ ,Per Pupil,183.7 ," 9,090 "," 7,769 ", 1 ," 4,278 "," 21,137 "
% ,All Funds,,43.0 ,36.8 ,0.0 ,20.2 ,100.0 
,,,,,,,
,CLEAR CREEK,CLEAR CREEK RE-1,,,,,
$ ,Amount,,"5,299,198","4,422,078",0,"2,252,818","11,974,094"
$ ,Per Pupil,917.7 ," 5,774 "," 4,819 ", 0 ," 2,455 "," 13,048 "
% ,All Funds,,44.3 ,36.9 ,0.0 ,18.8 ,100.0 
,,,,,,,
,CONEJOS,NORTH CONEJOS RE-1J,,,,,
$ ,Amount,,"5,851,244","3,390,402",0,"204,889","9,446,536"
$ ,Per Pupil,"1,074.7 "," 5,445 "," 3,155 ", 0 , 191 ," 8,790 "
% ,All Funds,,61.9 ,35.9 ,0.0 ,2.2 ,100.0 
,,,,,,,
,CONEJOS,SANFORD 6J,,,,,
$ ,Amount,,"1,870,887","846,710",0,"366,532","3,084,130"
$ ,Per Pupil,324.0 ," 5,774 "," 2,613 ", 0 ," 1,131 "," 9,519 "
% ,All Funds,,60.7 ,27.5 ,0.0 ,11.9 ,100.0 
,,,,,,,
,CONEJOS,SOUTH CONEJOS RE-10,,,,,
$ ,Amount,,"1,764,258","1,422,919",109,"40,975","3,228,261"
$ ,Per Pupil,265.9 ," 6,635 "," 5,351 ", 0 , 154 ," 12,141 "
% ,All Funds,,54.7 ,44.1 ,0.0 ,1.3 ,100.0 
,,,,,,,
,COSTILLA,CENTENNIAL R-1,,,,,
$ ,Amount,,"1,191,954","1,312,466",0,"7,494,582","9,999,002"
$ ,Per Pupil,231.7 ," 5,144 "," 5,665 ", 0 ," 32,346 "," 43,155 "
% ,All Funds,,11.9 ,13.1 ,0.0 ,75.0 ,100.0 
,,,,,,,
,COSTILLA,SIERRA GRANDE R-30,,,,,
$ ,Amount,,"1,620,100","1,551,484",0,"373,376","3,544,959"
$ ,Per Pupil,260.1 ," 6,229 "," 5,965 ", 0 ," 1,436 "," 13,629 "
% ,All Funds,,45.7 ,43.8 ,0.0 ,10.5 ,100.0 
,,,,,,,
,CROWLEY,CROWLEY COUNTY RE-1-J,,,,,
$ ,Amount,,"2,317,495","1,897,637",0,"195,695","4,410,827"
$ ,Per Pupil,497.4 ," 4,659 "," 3,815 ", 0 , 393 ," 8,868 "
% ,All Funds,,52.5 ,43.0 ,0.0 ,4.4 ,100.0 
,,,,,,,
,CUSTER,CONSOLIDATED C-1,,,,,
$ ,Amount,,"2,505,353","1,737,573",0,"456,990","4,699,916"
$ ,Per Pupil,465.5 ," 5,382 "," 3,733 ", 0 , 982 ," 10,096 "
% ,All Funds,,53.3 ,37.0 ,0.0 ,9.7 ,100.0 
,,,,,,,
,DELTA,DELTA COUNTY 50(J),,,,,
$ ,Amount,,"27,756,045","13,885,330","28,269","10,545,417","52,215,061"
$ ,Per Pupil,"5,105.5 "," 5,436 "," 2,720 ", 6 ," 2,066 "," 10,227 "
% ,All Funds,,53.2 ,26.6 ,0.1 ,20.2 ,100.0 
,,,,,,,
,DENVER,DENVER COUNTY 1,,,,,
$ ,Amount,,"438,251,412","369,798,031","18,599,153","400,556,989","1,227,205,585"
$ ,Per Pupil,"72,770.1 "," 6,022 "," 5,082 ", 256 ," 5,504 "," 16,864 "
% ,All Funds,,35.7 ,30.1 ,1.5 ,32.6 ,100.0 
,,,,,,,
,DOLORES,DOLORES COUNTY RE NO.2,,,,,
$ ,Amount,,"1,619,037","1,386,826",0,"391,237","3,397,100"
$ ,Per Pupil,272.2 ," 5,948 "," 5,095 ", 0 ," 1,437 "," 12,480 "
% ,All Funds,,47.7 ,40.8 ,0.0 ,11.5 ,100.0 
,,,,,,,
,DOUGLAS,DOUGLAS COUNTY RE 1,,,,,
$ ,Amount,,"287,808,328","184,354,717","370,600","207,309,771","679,843,415"
$ ,Per Pupil,"57,945.8 "," 4,967 "," 3,182 ", 6 ," 3,578 "," 11,732 "
% ,All Funds,,42.3 ,27.1 ,0.1 ,30.5 ,100.0 
,,,,,,,
,EAGLE,EAGLE COUNTY RE 50,,,,,
$ ,Amount,,"36,225,939","30,210,942","446,318","23,303,976","90,187,174"
$ ,Per Pupil,"5,846.8 "," 6,196 "," 5,167 ", 76 ," 3,986 "," 15,425 "
% ,All Funds,,40.2 ,33.5 ,0.5 ,25.8 ,100.0 
,,,,,,,
,ELBERT,ELIZABETH C-1,,,,,
$ ,Amount,,"11,846,354","8,653,830","221,590","3,550,094","24,271,868"
$ ,Per Pupil,"2,636.3 "," 4,494 "," 3,283 ", 84 ," 1,347 "," 9,207 "
% ,All Funds,,48.8 ,35.7 ,0.9 ,14.6 ,100.0 
,,,,,,,
,ELBERT,KIOWA C-2,,,,,
$ ,Amount,,"1,977,002","1,403,446",0,"306,892","3,687,341"
$ ,Per Pupil,345.7 ," 5,719 "," 4,060 ", 0 , 888 ," 10,666 "
% ,All Funds,,53.6 ,38.1 ,0.0 ,8.3 ,100.0 
,,,,,,,
,ELBERT,BIG SANDY 100J,,,,,
$ ,Amount,,"2,096,333","1,193,845","2,248","37,645","3,330,070"
$ ,Per Pupil,305.0 ," 6,873 "," 3,914 ", 7 , 123 ," 10,918 "
% ,All Funds,,63.0 ,35.9 ,0.1 ,1.1 ,100.0 
,,,,,,,
,ELBERT,ELBERT 200,,,,,
$ ,Amount,,"1,481,918","1,009,204",0,"62,475","2,553,598"
$ ,Per Pupil,233.9 ," 6,336 "," 4,315 ", 0 , 267 ," 10,917 "
% ,All Funds,,58.0 ,39.5 ,0.0 ,2.4 ,100.0 
,,,,,,,
,ELBERT,AGATE 300,,,,,
$ ,Amount,,"425,028","441,689",0,"7,571","874,287"
$ ,Per Pupil,50.9 ," 8,350 "," 8,678 ", 0 , 149 ," 17,177 "
% ,All Funds,,48.6 ,50.5 ,0.0 ,0.9 ,100.0 
,,,,,,,
,EL PASO,CALHAN RJ-1,,,,,
$ ,Amount,,"3,023,985","2,146,057",0,"2,418,451","7,588,494"
$ ,Per Pupil,604.7 ," 5,001 "," 3,549 ", 0 ," 3,999 "," 12,549 "
% ,All Funds,,39.8 ,28.3 ,0.0 ,31.9 ,100.0 
,,,,,,,
,EL PASO,HARRISON 2,,,,,
$ ,Amount,,"54,044,629","42,646,191","287,025","50,164,023","147,141,867"
$ ,Per Pupil,"10,358.0 "," 5,218 "," 4,117 ", 28 ," 4,843 "," 14,206 "
% ,All Funds,,36.7 ,29.0 ,0.2 ,34.1 ,100.0 
,,,,,,,
,EL PASO,WIDEFIELD 3,,,,,
$ ,Amount,,"39,516,228","28,157,023","1,241,582","3,812,723","72,727,556"
$ ,Per Pupil,"8,356.5 "," 4,729 "," 3,369 ", 149 , 456 ," 8,703 "
% ,All Funds,,54.3 ,38.7 ,1.7 ,5.2 ,100.0 
,,,,,,,
,EL PASO,FOUNTAIN 8,,,,,
$ ,Amount,,"37,870,779","27,346,307","147,492","11,470,695","76,835,273"
$ ,Per Pupil,"7,076.8 "," 5,351 "," 3,864 ", 21 ," 1,621 "," 10,857 "
% ,All Funds,,49.3 ,35.6 ,0.2 ,14.9 ,100.0 
,,,,,,,
,EL PASO,COLORADO SPRINGS 11,,,,,
$ ,Amount,,"161,092,973","108,186,543","1,092,919","47,693,330","318,065,765"
$ ,Per Pupil,"28,243.7 "," 5,704 "," 3,830 ", 39 ," 1,689 "," 11,261 "
% ,All Funds,,50.6 ,34.0 ,0.3 ,15.0 ,100.0 
,,,,,,,
,EL PASO,CHEYENNE MOUNTAIN 12,,,,,
$ ,Amount,,"22,570,602","14,167,082","42,775","5,416,241","42,196,700"
$ ,Per Pupil,"4,440.0 "," 5,083 "," 3,191 ", 10 ," 1,220 "," 9,504 "
% ,All Funds,,53.5 ,33.6 ,0.1 ,12.8 ,100.0 
,,,,,,,
,EL PASO,MANITOU SPRINGS 14,,,,,
$ ,Amount,,"7,918,041","5,412,704","5,492","7,182,559","20,518,796"
$ ,Per Pupil,"1,343.7 "," 5,893 "," 4,028 ", 4 ," 5,345 "," 15,270 "
% ,All Funds,,38.6 ,26.4 ,0.0 ,35.0 ,100.0 
,,,,,,,
,EL PASO,ACADEMY 20,,,,,
$ ,Amount,,"114,948,955","73,502,417","110,779","30,962,350","219,524,501"
$ ,Per Pupil,"21,888.5 "," 5,252 "," 3,358 ", 5 ," 1,415 "," 10,029 "
% ,All Funds,,52.4 ,33.5 ,0.1 ,14.1 ,100.0 
,,,,,,,
,EL PASO,ELLICOTT 22,,,,,
$ ,Amount,,"3,872,894","3,200,748",0,"1,184,566","8,258,208"
$ ,Per Pupil,935.1 ," 4,142 "," 3,423 ", 0 ," 1,267 "," 8,831 "
% ,All Funds,,46.9 ,38.8 ,0.0 ,14.3 ,100.0 
,,,,,,,
,EL PASO,PEYTON 23 JT,,,,,
$ ,Amount,,"2,901,835","2,485,926",0,"629,396","6,017,158"
$ ,Per Pupil,664.4 ," 4,368 "," 3,742 ", 0 , 947 ," 9,057 "
% ,All Funds,,48.2 ,41.3 ,0.0 ,10.5 ,100.0 
,,,,,,,
,EL PASO,HANOVER 28,,,,,
$ ,Amount,,"1,482,289","1,294,630",0,"8,958,674","11,735,593"
$ ,Per Pupil,259.2 ," 5,719 "," 4,995 ", 0 ," 34,563 "," 45,276 "
% ,All Funds,,12.6 ,11.0 ,0.0 ,76.3 ,100.0 
,,,,,,,
,EL PASO,LEWIS-PALMER 38,,,,,
$ ,Amount,,"25,630,125","21,124,864","256,360","11,822,654","58,834,002"
$ ,Per Pupil,"5,634.0 "," 4,549 "," 3,750 ", 46 ," 2,098 "," 10,443 "
% ,All Funds,,43.6 ,35.9 ,0.4 ,20.1 ,100.0 
,,,,,,,
,EL PASO,FALCON 49,,,,,
$ ,Amount,,"59,459,096","48,404,997","13,822","18,873,666","126,751,580"
$ ,Per Pupil,"14,027.8 "," 4,239 "," 3,451 ", 1 ," 1,345 "," 9,036 "
% ,All Funds,,46.9 ,38.2 ,0.0 ,14.9 ,100.0 
,,,,,,,
,EL PASO,EDISON 54 JT,,,,,
$ ,Amount,,"1,296,122","1,132,324",0,"108,172","2,536,619"
$ ,Per Pupil,203.6 ," 6,366 "," 5,562 ", 0 , 531 ," 12,459 "
% ,All Funds,,51.1 ,44.6 ,0.0 ,4.3 ,100.0 
,,,,,,,
,EL PASO,MIAMI/YODER 60 JT,,,,,
$ ,Amount,,"2,064,279","1,619,294",0,"366,832","4,050,406"
$ ,Per Pupil,318.5 ," 6,481 "," 5,084 ", 0 ," 1,152 "," 12,717 "
% ,All Funds,,51.0 ,40.0 ,0.0 ,9.1 ,100.0 
,,,,,,,
,FREMONT,CANON CITY RE-1,,,,,
$ ,Amount,,"17,962,021","12,674,685","216,931","2,708,711","33,562,348"
$ ,Per Pupil,"3,804.6 "," 4,721 "," 3,331 ", 57 , 712 ," 8,822 "
% ,All Funds,,53.5 ,37.8 ,0.6 ,8.1 ,100.0 
,,,,,,,
,FREMONT,FLORENCE RE-2,,,,,
$ ,Amount,,"7,606,216","6,000,356","53,636","1,936,295","15,596,503"
$ ,Per Pupil,"1,660.7 "," 4,580 "," 3,613 ", 32 ," 1,166 "," 9,392 "
% ,All Funds,,48.8 ,38.5 ,0.3 ,12.4 ,100.0 
,,,,,,,
,FREMONT,COTOPAXI RE-3,,,,,
$ ,Amount,,"1,609,096","1,163,295",0,"249,481","3,021,872"
$ ,Per Pupil,217.3 ," 7,405 "," 5,353 ", 0 ," 1,148 "," 13,906 "
% ,All Funds,,53.2 ,38.5 ,0.0 ,8.3 ,100.0 
,,,,,,,
,GARFIELD,ROARING FORK RE-1,,,,,
$ ,Amount,,"30,316,806","16,946,356",0,"9,955,959","57,219,121"
$ ,Per Pupil,"5,130.2 "," 5,909 "," 3,303 ", 0 ," 1,941 "," 11,153 "
% ,All Funds,,53.0 ,29.6 ,0.0 ,17.4 ,100.0 
,,,,,,,
,GARFIELD,GARFIELD RE-2,,,,,
$ ,Amount,,"23,068,475","17,703,852","19,496","24,546,883","65,338,706"
$ ,Per Pupil,"4,803.7 "," 4,802 "," 3,685 ", 4 ," 5,110 "," 13,602 "
% ,All Funds,,35.3 ,27.1 ,0.0 ,37.6 ,100.0 
,,,,,,,
,GARFIELD,GARFIELD 16,,,,,
$ ,Amount,,"5,762,215","5,234,109",0,"7,879,888","18,876,212"
$ ,Per Pupil,"1,174.1 "," 4,908 "," 4,458 ", 0 ," 6,711 "," 16,077 "
% ,All Funds,,30.5 ,27.7 ,0.0 ,41.7 ,100.0 
,,,,,,,
,GILPIN,GILPIN COUNTY RE-1,,,,,
$ ,Amount,,"2,467,691","2,159,324",0,"1,943,793","6,570,808"
$ ,Per Pupil,331.9 ," 7,435 "," 6,506 ", 0 ," 5,857 "," 19,798 "
% ,All Funds,,37.6 ,32.9 ,0.0 ,29.6 ,100.0 
,,,,,,,
,GRAND,WEST GRAND 1-JT.,,,,,
$ ,Amount,,"2,652,712","2,044,068","1,876","1,023,870","5,722,526"
$ ,Per Pupil,457.2 ," 5,802 "," 4,471 ", 4 ," 2,239 "," 12,516 "
% ,All Funds,,46.4 ,35.7 ,0.0 ,17.9 ,100.0 
,,,,,,,
,GRAND,EAST GRAND 2,,,,,
$ ,Amount,,"7,272,497","5,708,451","6,348","3,339,793","16,327,089"
$ ,Per Pupil,"1,330.4 "," 5,466 "," 4,291 ", 5 ," 2,510 "," 12,272 "
% ,All Funds,,44.5 ,35.0 ,0.0 ,20.5 ,100.0 
,,,,,,,
,GUNNISON,GUNNISON WATERSHED RE1J,,,,,
$ ,Amount,,"9,412,766","6,288,162",24,"15,273,205","30,974,157"
$ ,Per Pupil,"1,730.6 "," 5,439 "," 3,634 ", 0 ," 8,825 "," 17,898 "
% ,All Funds,,30.4 ,20.3 ,0.0 ,49.3 ,100.0 
,,,,,,,
,HINSDALE,HINSDALE COUNTY RE 1,,,,,
$ ,Amount,,"721,625","601,989","6,880","108,459","1,438,952"
$ ,Per Pupil,84.3 ," 8,560 "," 7,141 ", 82 ," 1,287 "," 17,069 "
% ,All Funds,,50.1 ,41.8 ,0.5 ,7.5 ,100.0 
,,,,,,,
,HUERFANO,HUERFANO RE-1,,,,,
$ ,Amount,,"3,050,360","2,714,652",0,"520,259","6,285,272"
$ ,Per Pupil,589.2 ," 5,177 "," 4,607 ", 0 , 883 ," 10,667 "
% ,All Funds,,48.5 ,43.2 ,0.0 ,8.3 ,100.0 
,,,,,,,
,HUERFANO,LA VETA RE-2,,,,,
$ ,Amount,,"1,484,452","1,329,084",0,"168,002","2,981,538"
$ ,Per Pupil,246.3 ," 6,027 "," 5,396 ", 0 , 682 ," 12,105 "
% ,All Funds,,49.8 ,44.6 ,0.0 ,5.6 ,100.0 
,,,,,,,
,JACKSON,NORTH PARK R-1,,,,,
$ ,Amount,,"1,458,972","1,289,280","10,979",0,"2,759,231"
$ ,Per Pupil,196.6 ," 7,421 "," 6,558 ", 56 , 0 ," 14,035 "
% ,All Funds,,52.9 ,46.7 ,0.4 ,0.0 ,100.0 
,,,,,,,
,JEFFERSON,JEFFERSON COUNTY R-1,,,,,
$ ,Amount,,"454,936,511","300,391,391","200,277","136,328,752","891,856,933"
$ ,Per Pupil,"81,191.8 "," 5,603 "," 3,700 ", 2 ," 1,679 "," 10,985 "
% ,All Funds,,51.0 ,33.7 ,0.0 ,15.3 ,100.0 
,,,,,,,
,KIOWA,EADS RE-1,,,,,
$ ,Amount,,"1,278,627","908,047",0,0,"2,186,674"
$ ,Per Pupil,175.0 ," 7,306 "," 5,189 ", 0 , 0 ," 12,495 "
% ,All Funds,,58.5 ,41.5 ,0.0 ,0.0 ,100.0 
,,,,,,,
,KIOWA,PLAINVIEW RE-2,,,,,
$ ,Amount,,"617,936","560,560",0,"2,335","1,180,831"
$ ,Per Pupil,78.2 ," 7,902 "," 7,168 ", 0 , 30 ," 15,100 "
% ,All Funds,,52.3 ,47.5 ,0.0 ,0.2 ,100.0 
,,,,,,,
,KIT CARSON,ARRIBA-FLAGLER C-20,,,,,
$ ,Amount,,"1,206,717","898,842","25,935","124,469","2,255,963"
$ ,Per Pupil,155.3 ," 7,770 "," 5,788 ", 167 , 801 ," 14,526 "
% ,All Funds,,53.5 ,39.8 ,1.1 ,5.5 ,100.0 
,,,,,,,
,KIT CARSON,HI PLAINS R-23,,,,,
$ ,Amount,,"877,543","775,064",0,756,"1,653,363"
$ ,Per Pupil,109.6 ," 8,007 "," 7,072 ", 0 , 7 ," 15,085 "
% ,All Funds,,53.1 ,46.9 ,0.0 ,0.0 ,100.0 
,,,,,,,
,KIT CARSON,STRATTON R-4,,,,,
$ ,Amount,,"1,295,799","977,592",0,"61,104","2,334,495"
$ ,Per Pupil,199.0 ," 6,512 "," 4,913 ", 0 , 307 ," 11,731 "
% ,All Funds,,55.5 ,41.9 ,0.0 ,2.6 ,100.0 
,,,,,,,
,KIT CARSON,BETHUNE R-5,,,,,
$ ,Amount,,"1,108,049","845,682",0,974,"1,954,705"
$ ,Per Pupil,120.6 ," 9,188 "," 7,012 ", 0 , 8 ," 16,208 "
% ,All Funds,,56.7 ,43.3 ,0.0 ,0.0 ,100.0 
,,,,,,,
,KIT CARSON,BURLINGTON RE-6J,,,,,
$ ,Amount,,"3,688,842","2,547,574","33,597","779,506","7,049,519"
$ ,Per Pupil,737.1 ," 5,005 "," 3,456 ", 46 ," 1,058 "," 9,564 "
% ,All Funds,,52.3 ,36.1 ,0.5 ,11.1 ,100.0 
,,,,,,,
,LAKE,LAKE COUNTY R-1,,,,,
$ ,Amount,,"6,025,504","4,690,713","838,499","1,135,497","12,690,213"
$ ,Per Pupil,"1,085.0 "," 5,553 "," 4,323 ", 773 ," 1,047 "," 11,696 "
% ,All Funds,,47.5 ,37.0 ,6.6 ,8.9 ,100.0 
,,,,,,,
,LA PLATA,DURANGO 9-R,,,,,
$ ,Amount,,"23,171,208","16,241,279","166,236","38,246,828","77,825,551"
$ ,Per Pupil,"4,506.7 "," 5,142 "," 3,604 ", 37 ," 8,487 "," 17,269 "
% ,All Funds,,29.8 ,20.9 ,0.2 ,49.1 ,100.0 
,,,,,,,
,LA PLATA,BAYFIELD 10 JT-R,,,,,
$ ,Amount,,"6,276,421","5,090,927",0,"1,519,012","12,886,360"
$ ,Per Pupil,"1,336.4 "," 4,697 "," 3,809 ", 0 ," 1,137 "," 9,643 "
