district_id,district_name,school_id,school,pct_fr,unnamed: 5,unnamed: 6,unnamed: 7
0020,ADAMS 12 FIVE STAR SCHOOLS,59.0,MERIDIAN ELEMENTARY SCHOOL,0.038900000000000004,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,70.0,ADAMS12 FIVE STAR PRESCHOOL,0.0,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,210.0,VANTAGE POINT,0.4506,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,301.0,ARAPAHOE RIDGE ELEMENTARY SCHOOL,0.3153,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,1020.0,BRIGHT HORIZONS PRE-KINDERGARTEN SCHOOL,0.0,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,1388.0,CENTENNIAL ELEMENTARY SCHOOL,0.5529,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,1480.0,CENTURY MIDDLE SCHOOL,0.27940000000000004,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,1519.0,STARGATE CHARTER SCHOOL,0.0202,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,1752.0,COLORADO VIRTUAL ACADEMY (COVA),0.22920000000000001,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,1878.0,CORONADO HILLS ELEMENTARY SCHOOL,0.9068,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,1914.0,COTTON CREEK ELEMENTARY SCHOOL,0.2443,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,1937.0,COYOTE RIDGE ELEMENTARY SCHOOL,0.0455,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,2361.0,EAGLEVIEW ELEMENTARY SCHOOL,0.19219999999999998,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,2410.0,TARVER ELEMENTARY SCHOOL,0.17980000000000002,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,2576.0,CHERRY DRIVE ELEMENTARY SCHOOL,0.36340000000000006,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,2578.0,SKYVIEW ELEMENTARY SCHOOL,0.348,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,2580.0,HUNTERS GLEN ELEMENTARY SCHOOL,0.1856,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,2582.0,ROCKY MOUNTAIN ELEMENTARY SCHOOL,0.7922,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,2584.0,RIVERDALE ELEMENTARY SCHOOL,0.4347,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,2918.0,FEDERAL HEIGHTS ELEMENTARY SCHOOL,0.9201,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,3439.0,GLOBAL VILLAGE ACADEMY,0.1804,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,4000.0,HILLCREST ELEMENTARY SCHOOL,0.7609999999999999,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,4108.0,HORIZON HIGH SCHOOL,0.091,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,4172.0,HULSTROM OPTIONS K-8 SCHOOL,0.0723,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,4187.0,SILVER HILLS MIDDLE SCHOOL,0.4313,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,5043.0,LEGACY HIGH SCHOOL,0.1631,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,5058.0,LEROY DRIVE ELEMENTARY SCHOOL,0.6564,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,5418.0,MALLEY DRIVE ELEMENTARY SCHOOL,0.75,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,5706.0,MC ELWAIN ELEMENTARY SCHOOL,0.9339,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,5814.0,THORNTON MIDDLE SCHOOL,0.8859999999999999,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,5816.0,THORNTON HIGH SCHOOL,0.4156,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,6060.0,MOUNTAIN RANGE HIGH SCHOOL,0.27,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,6150.0,MOUNTAIN VIEW ELEMENTARY SCHOOL,0.2492,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,6342.0,SHADOW RIDGE MIDDLE SCHOOL,0.3746,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,6355.0,NORTH MOR ELEMENTARY SCHOOL,0.8371999999999999,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,6376.0,NORTH STAR ELEMENTARY SCHOOL,0.8994,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,6398.0,NORTHGLENN MIDDLE SCHOOL,0.7091,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,6402.0,NORTHGLENN HIGH SCHOOL,0.3125,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,6802.0,PROSPECT RIDGE ACADEMY,0.0484,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,6830.0,NIVER CREEK MIDDLE SCHOOL,0.9161,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,7155.0,PRAIRIE HILLS ELEMENTARY SCHOOL,0.0726,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,7795.0,SILVER CREEK ELEMENTARY,0.0508,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,8211.0,THE STUDIO SCHOOL,0.319,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,8225.0,STELLAR ELEMENTARY SCHOOL,0.38280000000000003,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,8275.0,STEM SCHOOL,0.1646,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,8361.0,STUKEY ELEMENTARY SCHOOL,0.8025,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,8842.0,THORNTON ELEMENTARY SCHOOL,0.871,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,9431.0,WESTGATE CHARTER,0.039900000000000005,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,9444.0,WESTLAKE MIDDLE SCHOOL,0.25579999999999997,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,9494.0,WESTVIEW ELEMENTARY SCHOOL,0.5947,,,
0020,ADAMS 12 FIVE STAR SCHOOLS,9682.0,WOODGLEN ELEMENTARY SCHOOL,0.4006,,,
0030,ADAMS COUNTY 14,20.0,ADAMS CITY MIDDLE SCHOOL,0.8851,,,
0030,ADAMS COUNTY 14,22.0,LESTER R ARNOLD HIGH SCHOOL,0.47009999999999996,,,
0030,ADAMS COUNTY 14,24.0,ADAMS CITY HIGH SCHOOL,0.8076000000000001,,,
0030,ADAMS COUNTY 14,124.0,STARS EARLY LEARNING CENTER,0.0,,,
0030,ADAMS COUNTY 14,186.0,ALSUP ELEMENTARY SCHOOL,0.8946,,,
0030,ADAMS COUNTY 14,1426.0,CENTRAL ELEMENTARY SCHOOL,0.9025,,,
0030,ADAMS COUNTY 14,2308.0,DUPONT ELEMENTARY SCHOOL,0.9075,,,
0030,ADAMS COUNTY 14,4516.0,KEARNEY MIDDLE SCHOOL,0.8867,,,
0030,ADAMS COUNTY 14,4536.0,KEMP ELEMENTARY SCHOOL,0.8881,,,
0030,ADAMS COUNTY 14,5880.0,MILDRED L SANVILLE PRESCHOOL,0.0,,,
0030,ADAMS COUNTY 14,5982.0,MONACO ELEMENTARY SCHOOL,0.8834000000000001,,,
0030,ADAMS COUNTY 14,6534.0,HANSON ELEMENTARY SCHOOL,0.8812000000000001,,,
0030,ADAMS COUNTY 14,7500.0,ROSE HILL ELEMENTARY SCHOOL,0.9007999999999999,,,
0040,BRIGHTON 27J,6.0,COUNTY JAIL,0.0,,,
0040,BRIGHTON 27J,700.0,BELLE CREEK CHARTER SCHOOL,0.32049999999999995,,,
0040,BRIGHTON 27J,1021.0,BRIGHTON HERITAGE ACADEMY,0.09759999999999999,,,
0040,BRIGHTON 27J,1022.0,BRIGHTON HIGH SCHOOL,0.21289999999999998,,,
0040,BRIGHTON 27J,1052.0,BROMLEY EAST CHARTER SCHOOL,0.2522,,,
0040,BRIGHTON 27J,2399.0,EAGLE RIDGE ACADEMY,0.26489999999999997,,,
0040,BRIGHTON 27J,2945.0,FOUNDATIONS ACADEMY,0.1308,,,
0040,BRIGHTON 27J,3900.0,HENDERSON ELEMENTARY SCHOOL,0.4976,,,
0040,BRIGHTON 27J,4950.0,LANDMARK ACADEMY AT REUNION,0.0964,,,
0040,BRIGHTON 27J,5615.0,MARY E PENNOCK ELEMENTARY SCHOOL,0.4073,,,
0040,BRIGHTON 27J,6294.0,NORTH ELEMENTARY SCHOOL,0.8,,,
0040,BRIGHTON 27J,6395.0,NORTHEAST ELEMENTARY SCHOOL,0.6474,,,
0040,BRIGHTON 27J,6638.0,OVERLAND TRAIL MIDDLE SCHOOL,0.4916,,,
0040,BRIGHTON 27J,6702.0,OTHO E STUART MIDDLE SCHOOL,0.365,,,
0040,BRIGHTON 27J,7129.0,PRAIRIE VIEW HIGH SCHOOL,0.3337,,,
0040,BRIGHTON 27J,7131.0,PRAIRIE VIEW MIDDLE SCHOOL,0.43229999999999996,,,
0040,BRIGHTON 27J,7714.0,SECOND CREEK ELEMENTARY SCHOOL,0.3074,,,
0040,BRIGHTON 27J,7725.0,SD 27J PRESCHOOL AT THE BRIGHTON LRC,0.0,,,
0040,BRIGHTON 27J,8032.0,JOHN W THIMMIG ELEMENTARY SCHOOL,0.3306,,,
0040,BRIGHTON 27J,8060.0,SOUTH ELEMENTARY SCHOOL,0.6723,,,
0040,BRIGHTON 27J,8130.0,SOUTHEAST ELEMENTARY SCHOOL,0.4757,,,
0040,BRIGHTON 27J,8820.0,TURNBERRY ELEMENTARY,0.2829,,,
0040,BRIGHTON 27J,9230.0,VIKAN MIDDLE SCHOOL,0.6104999999999999,,,
0040,BRIGHTON 27J,9426.0,WEST RIDGE ELEMENTARY,0.1978,,,
0050,BENNETT 29J,763.0,BENNETT PRESCHOOL,0.0,,,
0050,BENNETT 29J,770.0,BENNETT ELEMENTARY SCHOOL,0.4122,,,
0050,BENNETT 29J,774.0,BENNETT MIDDLE SCHOOL,0.3478,,,
0050,BENNETT 29J,775.0,BENNETT HIGH SCHOOL,0.25730000000000003,,,
0050,BENNETT 29J,1889.0,CORRIDOR COMMUNITY ACADEMY,0.009300000000000001,,,
0060,STRASBURG 31J,7133.0,PRAIRIE CREEKS CHARTER SCHOOL,0.125,,,
0060,STRASBURG 31J,8328.0,STRASBURG ELEMENTARY SCHOOL,0.3196,,,
0060,STRASBURG 31J,8332.0,HEMPHILL MIDDLE SCHOOL,0.2087,,,
0060,STRASBURG 31J,8334.0,STRASBURG HIGH SCHOOL,0.19690000000000002,,,
0070,WESTMINSTER 50,1622.0,CLARA E. METZ ELEMENTARY SCHOOL,0.8804000000000001,,,
0070,WESTMINSTER 50,2035.0,CROWN POINTE CHARTER ACADEMY,0.46990000000000004,,,
0070,WESTMINSTER 50,2876.0,FAIRVIEW ELEMENTARY SCHOOL,0.884,,,
0070,WESTMINSTER 50,3144.0,FRANCIS M. DAY ELEMENTARY SCHOOL,0.941,,,
0070,WESTMINSTER 50,3649.0,GREGORY HILL PRESCHOOL,0.0,,,
0070,WESTMINSTER 50,3792.0,HARRIS PARK ELEMENTARY SCHOOL,0.8543000000000001,,,
0070,WESTMINSTER 50,3931.0,HIDDEN LAKE HIGH SCHOOL,0.7345999999999999,,,
0070,WESTMINSTER 50,4465.0,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,0.8737,,,
0070,WESTMINSTER 50,5388.0,M. SCOTT CARPENTER MIDDLE SCHOOL,0.9107,,,
0070,WESTMINSTER 50,5834.0,MESA ELEMENTARY SCHOOL,0.8556999999999999,,,
0070,WESTMINSTER 50,7305.0,IVER C. RANUM MIDDLE SCHOOL,0.8892,,,
0070,WESTMINSTER 50,7810.0,FLYNN ELEMENTARY SCHOOL,0.7439,,,
0070,WESTMINSTER 50,7812.0,SHAW HEIGHTS MIDDLE SCHOOL,0.7876000000000001,,,
0070,WESTMINSTER 50,7860.0,SHERRELWOOD ELEMENTARY SCHOOL,0.8669,,,
0070,WESTMINSTER 50,7952.0,SKYLINE VISTA ELEMENTARY SCHOOL,0.9323999999999999,,,
0070,WESTMINSTER 50,8406.0,SUNSET RIDGE ELEMENTARY SCHOOL,0.8323999999999999,,,
0070,WESTMINSTER 50,8798.0,TENNYSON KNOLLS ELEMENTARY SCHOOL,0.8426,,,
0070,WESTMINSTER 50,9462.0,WESTMINSTER ELEMENTARY SCHOOL,0.8837999999999999,,,
0070,WESTMINSTER 50,9466.0,WESTMINSTER HIGH SCHOOL,0.773,,,
0100,ALAMOSA RE-11J,114.0,ORTEGA MIDDLE SCHOOL,0.7229000000000001,,,
0100,ALAMOSA RE-11J,115.0,ALAMOSA ELEMENTARY SCHOOL,0.8038,,,
0100,ALAMOSA RE-11J,118.0,ALAMOSA HIGH SCHOOL,0.5684,,,
0100,ALAMOSA RE-11J,368.0,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,0.5507,,,
0110,SANGRE DE CRISTO RE-22J,7626.0,SANGRE DE CRISTO ELEMENTARY SCHOOL,0.6537999999999999,,,
0110,SANGRE DE CRISTO RE-22J,7630.0,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,0.5489,,,
0120,ENGLEWOOD 1,206.0,COLORADO'S FINEST ALTERNATIVE HIGH SCHOOL,0.3881,,,
0120,ENGLEWOOD 1,1514.0,CHARLES HAY WORLD SCHOOL,0.4579,,,
0120,ENGLEWOOD 1,1556.0,CHERRELYN ELEMENTARY SCHOOL,0.7297,,,
0120,ENGLEWOOD 1,1652.0,CLAYTON ELEMENTARY SCHOOL,0.7172,,,
0120,ENGLEWOOD 1,2746.0,ENGLEWOOD HIGH SCHOOL,0.4385,,,
0120,ENGLEWOOD 1,2750.0,ENGLEWOOD LEADERSHIP ACADEMY,0.3529,,,
0120,ENGLEWOOD 1,2752.0,ENGLEWOOD MIDDLE SCHOOL,0.6969,,,
0120,ENGLEWOOD 1,5318.0,ENGLEWOOD EARLY CHILDHOOD EDUCATION CENTER AT MADDOX,0.0,,,
0120,ENGLEWOOD 1,9620.0,WM E BISHOP ELEMENTARY SCHOOL,0.7934,,,
0123,SHERIDAN 2,3054.0,FORT LOGAN ELEMENTARY SCHOOL,0.932,,,
0123,SHERIDAN 2,7837.0,SHERIDAN MIDDLE SCHOOL,0.8825,,,
0123,SHERIDAN 2,7842.0,SHERIDAN HIGH SCHOOL,0.7095999999999999,,,
0123,SHERIDAN 2,7843.0,EARLY CHILDHOOD EDUCATION CENTER,0.0,,,
0130,CHERRY CREEK 5,0.0,NOT IN A SCHOOL,0.0,,,
0130,CHERRY CREEK 5,16.0,FOX HOLLOW ELEMENTARY SCHOOL,0.1047,,,
0130,CHERRY CREEK 5,18.0,LIBERTY MIDDLE SCHOOL,0.1953,,,
0130,CHERRY CREEK 5,141.0,SKY VISTA MIDDLE SCHOOL,0.231,,,
0130,CHERRY CREEK 5,242.0,ANTELOPE RIDGE ELEMENTARY SCHOOL,0.1478,,,
0130,CHERRY CREEK 5,243.0,COYOTE HILLS ELEMENTARY SCHOOL,0.025699999999999997,,,
0130,CHERRY CREEK 5,348.0,ARROWHEAD ELEMENTARY SCHOOL,0.336,,,
0130,CHERRY CREEK 5,442.0,ASPEN CROSSING ELEMENTARY SCHOOL,0.1365,,,
0130,CHERRY CREEK 5,714.0,BELLEVIEW ELEMENTARY SCHOOL,0.11699999999999999,,,
0130,CHERRY CREEK 5,1155.0,BUFFALO TRAIL ELEMENTARY SCHOOL,0.1777,,,
0130,CHERRY CREEK 5,1273.0,CANYON CREEK ELEMENTARY SCHOOL,0.1978,,,
0130,CHERRY CREEK 5,1510.0,CHALLENGE SCHOOL,0.0356,,,
0130,CHERRY CREEK 5,1551.0,CHEROKEE TRAIL HIGH SCHOOL,0.15539999999999998,,,
0130,CHERRY CREEK 5,1566.0,CAMPUS MIDDLE SCHOOL,0.1276,,,
0130,CHERRY CREEK 5,1568.0,WEST MIDDLE SCHOOL,0.1421,,,
0130,CHERRY CREEK 5,1570.0,CHERRY CREEK HIGH SCHOOL,0.0875,,,
0130,CHERRY CREEK 5,1571.0,CHERRY CREEK CHARTER ACADEMY,0.0040999999999999995,,,
0130,CHERRY CREEK 5,1572.0,HIGH PLAINS ELEMENTARY SCHOOL,0.19690000000000002,,,
0130,CHERRY CREEK 5,1574.0,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,0.057,,,
0130,CHERRY CREEK 5,1614.0,CIMARRON ELEMENTARY SCHOOL,0.5246999999999999,,,
0130,CHERRY CREEK 5,1916.0,COTTONWOOD CREEK ELEMENTARY SCHOOL,0.0516,,,
0130,CHERRY CREEK 5,1970.0,CREEKSIDE ELEMENTARY SCHOOL,0.0877,,,
0130,CHERRY CREEK 5,2094.0,DAKOTA VALLEY ELEMENTARY SCHOOL,0.1822,,,
0130,CHERRY CREEK 5,2292.0,DRY CREEK ELEMENTARY SCHOOL,0.1348,,,
0130,CHERRY CREEK 5,2357.0,EAGLECREST HIGH SCHOOL,0.2729,,,
0130,CHERRY CREEK 5,2428.0,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,0.6862,,,
0130,CHERRY CREEK 5,2897.0,FALCON CREEK MIDDLE SCHOOL,0.2238,,,
0130,CHERRY CREEK 5,3030.0,FOX RIDGE MIDDLE SCHOOL,0.1039,,,
0130,CHERRY CREEK 5,3589.0,GRANDVIEW HIGH SCHOOL,0.16899999999999998,,,
0130,CHERRY CREEK 5,3648.0,GREENWOOD ELEMENTARY SCHOOL,0.0356,,,
0130,CHERRY CREEK 5,3926.0,HERITAGE ELEMENTARY SCHOOL,0.0983,,,
0130,CHERRY CREEK 5,3988.0,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,0.8012999999999999,,,
0130,CHERRY CREEK 5,4062.0,HOLLY HILLS ELEMENTARY SCHOOL,0.7839,,,
0130,CHERRY CREEK 5,4078.0,HOMESTEAD ELEMENTARY SCHOOL,0.0466,,,
0130,CHERRY CREEK 5,4100.0,HORIZON MIDDLE SCHOOL,0.4561,,,
0130,CHERRY CREEK 5,4276.0,INDEPENDENCE ELEMENTARY SCHOOL,0.5275,,,
0130,CHERRY CREEK 5,4280.0,INDIAN RIDGE ELEMENTARY SCHOOL,0.0971,,,
0130,CHERRY CREEK 5,4975.0,LAREDO MIDDLE SCHOOL,0.36479999999999996,,,
0130,CHERRY CREEK 5,5744.0,MEADOW POINT ELEMENTARY SCHOOL,0.5259,,,
0130,CHERRY CREEK 5,5934.0,MISSION VIEJO ELEMENTARY SCHOOL,0.4042,,,
0130,CHERRY CREEK 5,6625.0,OVERLAND HIGH SCHOOL,0.5107,,,
0130,CHERRY CREEK 5,6820.0,PEAKVIEW ELEMENTARY SCHOOL,0.2025,,,
0130,CHERRY CREEK 5,6955.0,PINE RIDGE ELEMENTARY SCHOOL,0.059800000000000006,,,
0130,CHERRY CREEK 5,7102.0,POLTON COMMUNITY ELEMENTARY SCHOOL,0.4239,,,
0130,CHERRY CREEK 5,7116.0,PONDEROSA ELEMENTARY SCHOOL,0.6597,,,
0130,CHERRY CREEK 5,7158.0,PRAIRIE MIDDLE SCHOOL,0.7073,,,
0130,CHERRY CREEK 5,7277.0,RED HAWK RIDGE ELEMENTARY SCHOOL,0.35719999999999996,,,
0130,CHERRY CREEK 5,7476.0,ROLLING HILLS ELEMENTARY SCHOOL,0.066,,,
0130,CHERRY CREEK 5,7559.0,SAGEBRUSH ELEMENTARY SCHOOL,0.4175,,,
0130,CHERRY CREEK 5,8020.0,SMOKY HILL HIGH SCHOOL,0.2733,,,
0130,CHERRY CREEK 5,8380.0,SUMMIT ELEMENTARY SCHOOL,0.4336,,,
0130,CHERRY CREEK 5,8394.0,SUNRISE ELEMENTARY SCHOOL,0.4434,,,
0130,CHERRY CREEK 5,8848.0,THUNDER RIDGE MIDDLE SCHOOL,0.1937,,,
0130,CHERRY CREEK 5,8850.0,TIMBERLINE ELEMENTARY SCHOOL,0.1936,,,
0130,CHERRY CREEK 5,8887.0,TRAILS WEST ELEMENTARY SCHOOL,0.253,,,
0130,CHERRY CREEK 5,9108.0,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,0.6309,,,
0130,CHERRY CREEK 5,9200.0,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,0.15109999999999998,,,
0130,CHERRY CREEK 5,9624.0,WILLOW CREEK ELEMENTARY SCHOOL,0.0333,,,
0140,LITTLETON 6,298.0,ARAPAHOE HIGH SCHOOL,0.0674,,,
0140,LITTLETON 6,752.0,FRANKLIN ELEMENTARY SCHOOL,0.13419999999999999,,,
0140,LITTLETON 6,1382.0,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,0.4579,,,
0140,LITTLETON 6,2382.0,EAST ELEMENTARY SCHOOL,0.7866,,,
0140,LITTLETON 6,2804.0,EUCLID MIDDLE SCHOOL,0.2914,,,
0140,LITTLETON 6,2926.0,FIELD ELEMENTARY SCHOOL,0.8161,,,
0140,LITTLETON 6,3472.0,GODDARD MIDDLE SCHOOL,0.4007,,,
0140,LITTLETON 6,3930.0,HERITAGE HIGH SCHOOL,0.1283,,,
0140,LITTLETON 6,3950.0,HIGHLAND ELEMENTARY SCHOOL,0.2065,,,
0140,LITTLETON 6,4316.0,NEWTON MIDDLE SCHOOL,0.16570000000000001,,,
0140,LITTLETON 6,4447.0,JOHN WESLEY POWELL MIDDLE SCHOOL,0.12789999999999999,,,
0140,LITTLETON 6,5224.0,LITTLETON HIGH SCHOOL,0.2555,,,
0140,LITTLETON 6,5229.0,LITTLETON ACADEMY,0.0452,,,
0140,LITTLETON 6,5233.0,LITTLETON PREP CHARTER SCHOOL,0.2155,,,
0140,LITTLETON 6,5236.0,LOIS LENSKI ELEMENTARY SCHOOL,0.06269999999999999,,,
0140,LITTLETON 6,5572.0,HOPKINS ELEMENTARY SCHOOL,0.3239,,,
0140,LITTLETON 6,5574.0,TWAIN ELEMENTARY SCHOOL,0.1797,,,
0140,LITTLETON 6,6292.0,VILLAGE AT NORTH,0.0,,,
0140,LITTLETON 6,6814.0,PEABODY ELEMENTARY SCHOOL,0.22899999999999998,,,
0140,LITTLETON 6,7518.0,RUNYON ELEMENTARY SCHOOL,0.1309,,,
0140,LITTLETON 6,7606.0,SANDBURG ELEMENTARY SCHOOL,0.0922,,,
0140,LITTLETON 6,8064.0,MOODY ELEMENTARY SCHOOL,0.4228,,,
0140,LITTLETON 6,9600.0,WILDER ELEMENTARY SCHOOL,0.0625,,,
0170,DEER TRAIL 26J,2136.0,DEER TRAIL ELEMENTARY SCHOOL,0.5872999999999999,,,
0170,DEER TRAIL 26J,2140.0,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,0.3978,,,
0180,ADAMS-ARAPAHOE 28J,0.0,NOT IN A SCHOOL,0.0,,,
0180,ADAMS-ARAPAHOE 28J,213.0,AXL ACADEMY,0.5995,,,
0180,ADAMS-ARAPAHOE 28J,214.0,ALTURA ELEMENTARY SCHOOL,0.9523999999999999,,,
0180,ADAMS-ARAPAHOE 28J,219.0,APS ONLINE SCHOOL,0.3696,,,
0180,ADAMS-ARAPAHOE 28J,310.0,ARKANSAS ELEMENTARY SCHOOL,0.5914,,,
0180,ADAMS-ARAPAHOE 28J,458.0,AURORA ACADEMY CHARTER SCHOOL,0.41700000000000004,,,
0180,ADAMS-ARAPAHOE 28J,464.0,AURORA HILLS MIDDLE SCHOOL,0.7395,,,
0180,ADAMS-ARAPAHOE 28J,465.0,AURORA FRONTIER K-8,0.2901,,,
0180,ADAMS-ARAPAHOE 28J,914.0,BOSTON K-8 SCHOOL,0.7762,,,
0180,ADAMS-ARAPAHOE 28J,1458.0,AURORA CENTRAL HIGH SCHOOL,0.7092,,,
0180,ADAMS-ARAPAHOE 28J,1470.0,CENTURY ELEMENTARY SCHOOL,0.7251000000000001,,,
0180,ADAMS-ARAPAHOE 28J,1720.0,CLYDE MILLER K-8,0.6886,,,
0180,ADAMS-ARAPAHOE 28J,1800.0,COLUMBIA MIDDLE SCHOOL,0.5302,,,
0180,ADAMS-ARAPAHOE 28J,1948.0,CRAWFORD ELEMENTARY SCHOOL,0.9135,,,
0180,ADAMS-ARAPAHOE 28J,2095.0,DALTON ELEMENTARY SCHOOL,0.494,,,
0180,ADAMS-ARAPAHOE 28J,2114.0,DARTMOUTH ELEMENTARY SCHOOL,0.5611999999999999,,,
0180,ADAMS-ARAPAHOE 28J,2384.0,EAST MIDDLE SCHOOL,0.8181,,,
0180,ADAMS-ARAPAHOE 28J,2618.0,ELKHART ELEMENTARY SCHOOL,0.9412999999999999,,,
0180,ADAMS-ARAPAHOE 28J,2951.0,AURORA PUBLIC SCHOOLS CHILD DEVELOPMENT CENTER,0.0,,,
0180,ADAMS-ARAPAHOE 28J,2995.0,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,0.9283,,,
0180,ADAMS-ARAPAHOE 28J,2998.0,FLETCHER PRIMARY SCHOOL,0.9284,,,
0180,ADAMS-ARAPAHOE 28J,3272.0,FULTON ELEMENTARY SCHOOL,0.9011,,,
0180,ADAMS-ARAPAHOE 28J,3354.0,GATEWAY HIGH SCHOOL,0.5736,,,
0180,ADAMS-ARAPAHOE 28J,3471.0,GLOBAL VILLAGE ACADEMY,0.5579,,,
0180,ADAMS-ARAPAHOE 28J,4024.0,HINKLEY HIGH SCHOOL,0.6873999999999999,,,
0180,ADAMS-ARAPAHOE 28J,4270.0,IOWA ELEMENTARY SCHOOL,0.7515999999999999,,,
0180,ADAMS-ARAPAHOE 28J,4385.0,JAMAICA CHILD DEVELOPMENT CENTER,0.0,,,
0180,ADAMS-ARAPAHOE 28J,4426.0,JEWELL ELEMENTARY SCHOOL,0.7066,,,
