district_id,district_name,school_id,school,total,pct_amind,pct_asian,pct_black,pct_hisp,pct_white,pct_pi,pct_2ormore,year
20,ADAMS 12 FIVE STAR SCHOOLS,1937,COYOTE RIDGE ELEMENTARY SCHOOL,569,0.0,0.052724077,0.001757469,0.075571178,0.864674868,0.001757469,0.003514938,2010
20,ADAMS 12 FIVE STAR SCHOOLS,2361,EAGLEVIEW ELEMENTARY SCHOOL,549,0.001821494,0.023679417,0.003642987,0.229508197,0.739526412,0.0,0.001821494,2010
20,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,490,0.006122449,0.024489796,0.004081633,0.148979592,0.795918367,0.0,0.020408163,2010
20,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,509,0.001964637,0.011787819,0.015717092,0.320235756,0.648330059,0.0,0.001964637,2010
20,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,524,0.0,0.022900763,0.019083969,0.267175573,0.687022901,0.0,0.003816794,2010
20,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,676,0.01035503,0.020710059,0.00147929,0.176035503,0.778106509,0.0,0.013313609,2010
20,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,494,0.006072874,0.024291498,0.004048583,0.574898785,0.376518219,0.0,0.01417004,2010
20,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,437,0.004576659,0.018306636,0.009153318,0.302059497,0.656750572,0.00228833,0.006864989,2010
20,ADAMS 12 FIVE STAR SCHOOLS,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,637,0.001569859,0.0,0.003139717,0.827315542,0.163265306,0.0,0.004709576,2010
20,ADAMS 12 FIVE STAR SCHOOLS,4000,HILLCREST ELEMENTARY SCHOOL,491,0.00407332,0.034623218,0.00407332,0.541751527,0.405295316,0.0,0.010183299,2010
20,ADAMS 12 FIVE STAR SCHOOLS,4108,HORIZON HIGH SCHOOL,1813,0.001103144,0.00827358,0.00275786,0.241588527,0.745173745,0.0,0.001103144,2010
20,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,730,0.005479452,0.090410959,0.009589041,0.108219178,0.753424658,0.006849315,0.026027397,2010
20,ADAMS 12 FIVE STAR SCHOOLS,4187,SILVER HILLS MIDDLE SCHOOL,1098,0.0,0.02003643,0.005464481,0.325136612,0.639344262,0.000910747,0.009107468,2010
20,ADAMS 12 FIVE STAR SCHOOLS,5043,LEGACY HIGH SCHOOL,2023,0.003460208,0.056846268,0.010874938,0.156697973,0.767671775,0.000494315,0.003954523,2010
20,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,471,0.0,0.021231423,0.008492569,0.460721868,0.488322718,0.002123142,0.01910828,2010
20,ADAMS 12 FIVE STAR SCHOOLS,5418,MALLEY DRIVE ELEMENTARY SCHOOL,427,0.007025761,0.014051522,0.011709602,0.477751756,0.475409836,0.0,0.014051522,2010
20,ADAMS 12 FIVE STAR SCHOOLS,5706,MC ELWAIN ELEMENTARY SCHOOL,472,0.002118644,0.002118644,0.012711864,0.826271186,0.150423729,0.0,0.006355932,2010
20,ADAMS 12 FIVE STAR SCHOOLS,5814,THORNTON MIDDLE SCHOOL,674,0.0,0.010385757,0.004451039,0.767062315,0.212166172,0.002967359,0.002967359,2010
20,ADAMS 12 FIVE STAR SCHOOLS,5816,THORNTON HIGH SCHOOL,1762,0.001702611,0.010783201,0.010215664,0.569239501,0.403518729,0.000567537,0.003972758,2010
20,ADAMS 12 FIVE STAR SCHOOLS,6060,MOUNTAIN RANGE HIGH SCHOOL,1974,0.003546099,0.010638298,0.011651469,0.253799392,0.715805471,0.002532928,0.002026342,2010
20,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,675,0.001481481,0.041481481,0.005925926,0.155555556,0.779259259,0.0,0.016296296,2010
20,ADAMS 12 FIVE STAR SCHOOLS,6342,SHADOW RIDGE MIDDLE SCHOOL,1050,0.004761905,0.021904762,0.021904762,0.301904762,0.632380952,0.006666667,0.01047619,2010
20,ADAMS 12 FIVE STAR SCHOOLS,6355,NORTH MOR ELEMENTARY SCHOOL,448,0.004464286,0.015625,0.011160714,0.627232143,0.337053571,0.0,0.004464286,2010
20,ADAMS 12 FIVE STAR SCHOOLS,6376,NORTH STAR ELEMENTARY SCHOOL,469,0.004264392,0.004264392,0.012793177,0.797441365,0.176972281,0.0,0.004264392,2010
20,ADAMS 12 FIVE STAR SCHOOLS,6398,NORTHGLENN MIDDLE SCHOOL,748,0.001336898,0.005347594,0.014705882,0.487967914,0.477272727,0.0,0.013368984,2010
20,ADAMS 12 FIVE STAR SCHOOLS,6402,NORTHGLENN HIGH SCHOOL,1735,0.003458213,0.014985591,0.010951009,0.519884726,0.44610951,0.0,0.004610951,2010
20,ADAMS 12 FIVE STAR SCHOOLS,6830,NIVER CREEK MIDDLE SCHOOL,743,0.0,0.006729475,0.012113055,0.748317631,0.230148048,0.001345895,0.001345895,2010
20,ADAMS 12 FIVE STAR SCHOOLS,7155,PRAIRIE HILLS ELEMENTARY SCHOOL,535,0.003738318,0.024299065,0.009345794,0.147663551,0.805607477,0.0,0.009345794,2010
20,ADAMS 12 FIVE STAR SCHOOLS,7795,SILVER CREEK ELEMENTARY,747,0.0,0.025435074,0.004016064,0.123159304,0.828647925,0.0,0.018741633,2010
20,ADAMS 12 FIVE STAR SCHOOLS,8211,THE STUDIO SCHOOL,243,0.004115226,0.024691358,0.012345679,0.267489712,0.683127572,0.0,0.008230453,2010
20,ADAMS 12 FIVE STAR SCHOOLS,8225,STELLAR ELEMENTARY SCHOOL,632,0.004746835,0.042721519,0.009493671,0.330696203,0.594936709,0.001582278,0.015822785,2010
20,ADAMS 12 FIVE STAR SCHOOLS,8275,STEM SCHOOL,196,0.010204082,0.025510204,0.025510204,0.183673469,0.734693878,0.0,0.020408163,2010
20,ADAMS 12 FIVE STAR SCHOOLS,8361,STUKEY ELEMENTARY SCHOOL,466,0.010729614,0.004291845,0.019313305,0.502145923,0.444206009,0.002145923,0.017167382,2010
20,ADAMS 12 FIVE STAR SCHOOLS,8842,THORNTON ELEMENTARY SCHOOL,446,0.00896861,0.031390135,0.006726457,0.69058296,0.253363229,0.0,0.00896861,2010
20,ADAMS 12 FIVE STAR SCHOOLS,9431,WESTGATE CHARTER,213,0.0,0.018779343,0.018779343,0.089201878,0.854460094,0.0,0.018779343,2010
20,ADAMS 12 FIVE STAR SCHOOLS,9444,WESTLAKE MIDDLE SCHOOL,948,0.004219409,0.068565401,0.014767932,0.183544304,0.719409283,0.004219409,0.005274262,2010
20,ADAMS 12 FIVE STAR SCHOOLS,9494,WESTVIEW ELEMENTARY SCHOOL,504,0.0,0.025793651,0.007936508,0.404761905,0.537698413,0.001984127,0.021825397,2010
20,ADAMS 12 FIVE STAR SCHOOLS,9682,WOODGLEN ELEMENTARY SCHOOL,390,0.005128205,0.005128205,0.005128205,0.302564103,0.664102564,0.002564103,0.015384615,2010
30,ADAMS COUNTY 14,20,ADAMS CITY MIDDLE SCHOOL,717,0.006973501,0.0013947,0.018131102,0.775453278,0.185495119,0.0,0.012552301,2010
30,ADAMS COUNTY 14,22,LESTER R ARNOLD HIGH SCHOOL,160,0.025,0.00625,0.03125,0.7625,0.175,0.0,0.0,2010
30,ADAMS COUNTY 14,24,ADAMS CITY HIGH SCHOOL,1695,0.009439528,0.003539823,0.033628319,0.815929204,0.136873156,0.0,0.000589971,2010
30,ADAMS COUNTY 14,124,ACSD 14 CHILD CARE CENTER,78,0.012820513,0.0,0.025641026,0.846153846,0.076923077,0.0,0.038461538,2010
30,ADAMS COUNTY 14,186,ALSUP ELEMENTARY SCHOOL,640,0.009375,0.003125,0.0203125,0.7953125,0.159375,0.0,0.0125,2010
30,ADAMS COUNTY 14,1426,CENTRAL ELEMENTARY SCHOOL,634,0.004731861,0.001577287,0.033123028,0.826498423,0.134069401,0.0,0.0,2010
30,ADAMS COUNTY 14,1882,COMMUNITY LEADERSHIP ACADEMY,501,0.001996008,0.001996008,0.0,0.914171657,0.081836327,0.0,0.0,2010
30,ADAMS COUNTY 14,2308,DUPONT ELEMENTARY SCHOOL,586,0.013651877,0.003412969,0.015358362,0.805460751,0.155290102,0.0,0.006825939,2010
30,ADAMS COUNTY 14,4516,KEARNEY MIDDLE SCHOOL,538,0.003717472,0.003717472,0.042750929,0.80669145,0.137546468,0.0,0.005576208,2010
30,ADAMS COUNTY 14,4536,KEMP ELEMENTARY SCHOOL,483,0.00621118,0.0,0.010351967,0.838509317,0.136645963,0.0,0.008281573,2010
30,ADAMS COUNTY 14,5880,MILDRED L SANVILLE PRESCHOOL,83,0.012048193,0.0,0.024096386,0.843373494,0.108433735,0.0,0.012048193,2010
30,ADAMS COUNTY 14,5982,MONACO ELEMENTARY SCHOOL,480,0.010416667,0.0,0.014583333,0.81875,0.15,0.0,0.00625,2010
30,ADAMS COUNTY 14,6534,HANSON ELEMENTARY SCHOOL,501,0.007984032,0.003992016,0.017964072,0.890219561,0.077844311,0.0,0.001996008,2010
30,ADAMS COUNTY 14,7500,ROSE HILL ELEMENTARY SCHOOL,453,0.006622517,0.006622517,0.022075055,0.838852097,0.123620309,0.0,0.002207506,2010
40,BRIGHTON 27J,700,BELLE CREEK CHARTER SCHOOL,668,0.00748503,0.013473054,0.023952096,0.408682635,0.52245509,0.002994012,0.020958084,2010
40,BRIGHTON 27J,1021,BRIGHTON HERITAGE ACADEMY,120,0.016666667,0.016666667,0.016666667,0.625,0.316666667,0.0,0.008333333,2010
40,BRIGHTON 27J,1022,BRIGHTON HIGH SCHOOL,1647,0.005464481,0.015179114,0.007893139,0.48391014,0.474195507,0.001821494,0.011536126,2010
40,BRIGHTON 27J,1052,BROMLEY EAST CHARTER SCHOOL,865,0.003468208,0.026589595,0.005780347,0.286705202,0.648554913,0.003468208,0.025433526,2010
40,BRIGHTON 27J,2399,EAGLE RIDGE ACADEMY,225,0.004444444,0.017777778,0.017777778,0.4,0.542222222,0.008888889,0.008888889,2010
40,BRIGHTON 27J,2945,FOUNDATIONS ACADEMY,430,0.004651163,0.006976744,0.011627907,0.197674419,0.760465116,0.0,0.018604651,2010
40,BRIGHTON 27J,3900,HENDERSON ELEMENTARY SCHOOL,570,0.005263158,0.021052632,0.024561404,0.414035088,0.507017544,0.001754386,0.026315789,2010
40,BRIGHTON 27J,4950,LANDMARK ACADEMY AT REUNION,670,0.002985075,0.010447761,0.011940299,0.2,0.73880597,0.0,0.035820896,2010
40,BRIGHTON 27J,5615,MARY E PENNOCK ELEMENTARY SCHOOL,681,0.010279001,0.014684288,0.008810573,0.446402349,0.494860499,0.001468429,0.02349486,2010
40,BRIGHTON 27J,6294,NORTH ELEMENTARY SCHOOL,383,0.007832898,0.005221932,0.002610966,0.864229765,0.114882507,0.002610966,0.002610966,2010
40,BRIGHTON 27J,6395,NORTHEAST ELEMENTARY SCHOOL,628,0.006369427,0.003184713,0.01433121,0.570063694,0.383757962,0.0,0.022292994,2010
40,BRIGHTON 27J,6638,OVERLAND TRAIL MIDDLE SCHOOL,690,0.007246377,0.007246377,0.008695652,0.546376812,0.410144928,0.001449275,0.01884058,2010
40,BRIGHTON 27J,6702,OTHO E STUART MIDDLE SCHOOL,546,0.005494505,0.042124542,0.038461538,0.388278388,0.492673993,0.0,0.032967033,2010
40,BRIGHTON 27J,7129,PRAIRIE VIEW HIGH SCHOOL,1541,0.00843608,0.045425049,0.047371836,0.400389358,0.467878001,0.003244646,0.027255029,2010
40,BRIGHTON 27J,7131,PRAIRIE VIEW MIDDLE SCHOOL,771,0.010376135,0.050583658,0.014267185,0.429312581,0.476005188,0.0,0.019455253,2010
40,BRIGHTON 27J,7714,SECOND CREEK ELEMENTARY SCHOOL,576,0.006944444,0.029513889,0.055555556,0.402777778,0.447916667,0.001736111,0.055555556,2010
40,BRIGHTON 27J,7725,SD 27J PRESCHOOL AT THE BRIGHTON LRC,116,0.00862069,0.0,0.0,0.637931034,0.344827586,0.0,0.00862069,2010
40,BRIGHTON 27J,8032,JOHN W THIMMIG ELEMENTARY SCHOOL,618,0.009708738,0.040453074,0.006472492,0.491909385,0.432038835,0.0,0.019417476,2010
40,BRIGHTON 27J,8060,SOUTH ELEMENTARY SCHOOL,572,0.005244755,0.003496503,0.001748252,0.75,0.227272727,0.001748252,0.01048951,2010
40,BRIGHTON 27J,8130,SOUTHEAST ELEMENTARY SCHOOL,623,0.004815409,0.004815409,0.017656501,0.505617978,0.447833066,0.0,0.019261637,2010
40,BRIGHTON 27J,8820,TURNBERRY ELEMENTARY,696,0.005747126,0.031609195,0.031609195,0.33908046,0.558908046,0.004310345,0.028735632,2010
40,BRIGHTON 27J,9230,VIKAN MIDDLE SCHOOL,603,0.013266998,0.004975124,0.004975124,0.625207297,0.341625207,0.001658375,0.008291874,2010
40,BRIGHTON 27J,9426,WEST RIDGE ELEMENTARY,824,0.006067961,0.089805825,0.008495146,0.26092233,0.587378641,0.002427184,0.044902913,2010
50,BENNETT 29J,763,BENNETT PRESCHOOL,63,0.015873016,0.0,0.015873016,0.158730159,0.761904762,0.031746032,0.015873016,2010
50,BENNETT 29J,770,BENNETT ELEMENTARY SCHOOL,410,0.007317073,0.002439024,0.002439024,0.182926829,0.775609756,0.002439024,0.026829268,2010
50,BENNETT 29J,774,BENNETT MIDDLE SCHOOL,225,0.008888889,0.013333333,0.013333333,0.182222222,0.751111111,0.008888889,0.022222222,2010
50,BENNETT 29J,775,BENNETT HIGH SCHOOL,341,0.017595308,0.002932551,0.005865103,0.137829912,0.829912023,0.002932551,0.002932551,2010
50,BENNETT 29J,1889,CORRIDOR COMMUNITY ACADEMY,111,0.036036036,0.0,0.0,0.153153153,0.792792793,0.0,0.018018018,2010
60,STRASBURG 31J,7133,PRAIRIE CREEKS CHARTER SCHOOL,2,0.0,0.0,0.0,0.5,0.5,0.0,0.0,2010
60,STRASBURG 31J,8328,STRASBURG ELEMENTARY SCHOOL,454,0.015418502,0.011013216,0.004405286,0.110132159,0.859030837,0.0,0.0,2010
60,STRASBURG 31J,8332,HEMPHILL MIDDLE SCHOOL,252,0.0,0.01984127,0.015873016,0.119047619,0.845238095,0.0,0.0,2010
60,STRASBURG 31J,8334,STRASBURG HIGH SCHOOL,318,0.012578616,0.022012579,0.031446541,0.081761006,0.852201258,0.0,0.0,2010
70,WESTMINSTER 50,1622,CLARA E. METZ ELEMENTARY SCHOOL,410,0.012195122,0.031707317,0.009756098,0.8,0.124390244,0.0,0.02195122,2010
70,WESTMINSTER 50,2035,CROWN POINTE CHARTER ACADEMY,371,0.002695418,0.035040431,0.005390836,0.490566038,0.433962264,0.0,0.032345013,2010
70,WESTMINSTER 50,2876,FAIRVIEW ELEMENTARY SCHOOL,362,0.011049724,0.049723757,0.008287293,0.825966851,0.099447514,0.0,0.005524862,2010
70,WESTMINSTER 50,3144,FRANCIS M. DAY ELEMENTARY SCHOOL,363,0.002754821,0.046831956,0.011019284,0.876033058,0.05785124,0.0,0.005509642,2010
70,WESTMINSTER 50,3649,GREGORY HILL PRESCHOOL,337,0.005934718,0.047477745,0.005934718,0.706231454,0.189910979,0.0,0.044510386,2010
70,WESTMINSTER 50,3792,HARRIS PARK ELEMENTARY SCHOOL,396,0.01010101,0.063131313,0.042929293,0.585858586,0.292929293,0.0,0.005050505,2010
70,WESTMINSTER 50,3931,HIDDEN LAKE HIGH SCHOOL,284,0.007042254,0.014084507,0.003521127,0.672535211,0.285211268,0.01056338,0.007042254,2010
70,WESTMINSTER 50,4465,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,748,0.005347594,0.022727273,0.00802139,0.815508021,0.135026738,0.0,0.013368984,2010
70,WESTMINSTER 50,5388,M. SCOTT CARPENTER MIDDLE SCHOOL,551,0.012704174,0.038112523,0.014519056,0.820326679,0.105263158,0.0,0.00907441,2010
70,WESTMINSTER 50,5834,MESA ELEMENTARY SCHOOL,432,0.002314815,0.081018519,0.032407407,0.636574074,0.236111111,0.00462963,0.006944444,2010
70,WESTMINSTER 50,7305,IVER C. RANUM MIDDLE SCHOOL,808,0.004950495,0.047029703,0.016089109,0.743811881,0.180693069,0.001237624,0.006188119,2010
70,WESTMINSTER 50,7810,FLYNN ELEMENTARY SCHOOL,361,0.011080332,0.069252078,0.013850416,0.51800554,0.376731302,0.0,0.011080332,2010
70,WESTMINSTER 50,7812,SHAW HEIGHTS MIDDLE SCHOOL,619,0.008077544,0.064620355,0.016155089,0.571890145,0.316639742,0.003231018,0.019386107,2010
70,WESTMINSTER 50,7860,SHERRELWOOD ELEMENTARY SCHOOL,270,0.003703704,0.007407407,0.014814815,0.759259259,0.196296296,0.003703704,0.014814815,2010
70,WESTMINSTER 50,7952,SKYLINE VISTA ELEMENTARY SCHOOL,413,0.0,0.062953995,0.002421308,0.820823245,0.10653753,0.0,0.007263923,2010
70,WESTMINSTER 50,8406,SUNSET RIDGE ELEMENTARY SCHOOL,348,0.00862069,0.040229885,0.011494253,0.67816092,0.261494253,0.0,0.0,2010
70,WESTMINSTER 50,8798,TENNYSON KNOLLS ELEMENTARY SCHOOL,410,0.004878049,0.095121951,0.014634146,0.697560976,0.163414634,0.0,0.024390244,2010
70,WESTMINSTER 50,9462,WESTMINSTER ELEMENTARY SCHOOL,224,0.017857143,0.026785714,0.008928571,0.736607143,0.1875,0.0,0.022321429,2010
70,WESTMINSTER 50,9466,WESTMINSTER HIGH SCHOOL,2342,0.00853971,0.072587532,0.020495303,0.647309991,0.240819812,0.000853971,0.009393681,2010
100,ALAMOSA RE-11J,114,ORTEGA MIDDLE SCHOOL,453,0.008830022,0.006622517,0.0,0.653421634,0.331125828,0.0,0.0,2010
100,ALAMOSA RE-11J,118,ALAMOSA HIGH SCHOOL,576,0.001736111,0.017361111,0.003472222,0.578125,0.394097222,0.001736111,0.003472222,2010
100,ALAMOSA RE-11J,119,ALAMOSA OPEN SCHOOL,44,0.0,0.0,0.0,0.795454545,0.204545455,0.0,0.0,2010
100,ALAMOSA RE-11J,944,BOYD ELEMENTARY SCHOOL,309,0.003236246,0.006472492,0.006472492,0.689320388,0.294498382,0.0,0.0,2010
100,ALAMOSA RE-11J,2402,POLSTON ELEMENTARY SCHOOL,351,0.011396011,0.002849003,0.008547009,0.652421652,0.324786325,0.0,0.0,2010
100,ALAMOSA RE-11J,2818,EVANS ELEMENTARY SCHOOL,348,0.0,0.011494253,0.005747126,0.655172414,0.313218391,0.0,0.014367816,2010
110,SANGRE DE CRISTO RE-22J,7626,SANGRE DE CRISTO ELEMENTARY SCHOOL,173,0.0,0.005780347,0.0,0.323699422,0.670520231,0.0,0.0,2010
110,SANGRE DE CRISTO RE-22J,7630,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,139,0.007194245,0.0,0.007194245,0.201438849,0.741007194,0.043165468,0.0,2010
120,ENGLEWOOD 1,206,COLORADO'S FINEST ALTERNATIVE HIGH SCHOOL,387,0.023255814,0.015503876,0.049095607,0.382428941,0.50129199,0.0,0.028423773,2010
120,ENGLEWOOD 1,1514,CHARLES HAY ELEMENTARY SCHOOL,301,0.026578073,0.026578073,0.019933555,0.212624585,0.65448505,0.003322259,0.056478405,2010
120,ENGLEWOOD 1,1556,CHERRELYN ELEMENTARY SCHOOL,239,0.016736402,0.008368201,0.008368201,0.30125523,0.635983264,0.0,0.029288703,2010
120,ENGLEWOOD 1,1652,CLAYTON ELEMENTARY SCHOOL,458,0.0,0.0,0.043668122,0.401746725,0.528384279,0.0,0.026200873,2010
120,ENGLEWOOD 1,2746,ENGLEWOOD HIGH SCHOOL,621,0.009661836,0.014492754,0.043478261,0.289855072,0.628019324,0.004830918,0.009661836,2010
120,ENGLEWOOD 1,2750,ENGLEWOOD LEADERSHIP ACADEMY,68,0.029411765,0.058823529,0.014705882,0.191176471,0.705882353,0.0,0.0,2010
120,ENGLEWOOD 1,2752,ENGLEWOOD MIDDLE SCHOOL,460,0.008695652,0.002173913,0.034782609,0.386956522,0.523913043,0.002173913,0.041304348,2010
120,ENGLEWOOD 1,5318,ENGLEWOOD EARLY CHILDHOOD EDUCATION CENTER AT MADDOX,228,0.00877193,0.021929825,0.026315789,0.421052632,0.48245614,0.00877193,0.030701754,2010
120,ENGLEWOOD 1,9620,WM E BISHOP ELEMENTARY SCHOOL,230,0.02173913,0.02173913,0.034782609,0.591304348,0.282608696,0.0,0.047826087,2010
123,SHERIDAN 2,138,ALICE TERRY ELEMENTARY SCHOOL,339,0.005899705,0.020648968,0.061946903,0.693215339,0.200589971,0.002949853,0.014749263,2010
123,SHERIDAN 2,3054,FORT LOGAN ELEMENTARY SCHOOL,301,0.006644518,0.016611296,0.049833887,0.734219269,0.169435216,0.0,0.023255814,2010
123,SHERIDAN 2,7837,SHERIDAN MIDDLE SCHOOL,331,0.018126888,0.027190332,0.033232628,0.752265861,0.15407855,0.0,0.01510574,2010
123,SHERIDAN 2,7842,SHERIDAN HIGH SCHOOL,517,0.011605416,0.025145068,0.056092843,0.696324952,0.208897485,0.0,0.001934236,2010
123,SHERIDAN 2,7843,EARLY CHILDHOOD EDUCATION CENTER,165,0.0,0.036363636,0.036363636,0.763636364,0.127272727,0.0,0.036363636,2010
130,CHERRY CREEK 5,0,NOT IN A SCHOOL,337,0.008902077,0.068249258,0.204747774,0.275964392,0.382789318,0.002967359,0.056379822,2010
130,CHERRY CREEK 5,16,FOX HOLLOW ELEMENTARY SCHOOL,877,0.006841505,0.157354618,0.055872292,0.111744584,0.619156214,0.0,0.049030787,2010
130,CHERRY CREEK 5,18,LIBERTY MIDDLE SCHOOL,1065,0.003755869,0.103286385,0.090140845,0.149295775,0.615962441,0.002816901,0.034741784,2010
130,CHERRY CREEK 5,141,SKY VISTA MIDDLE SCHOOL,829,0.003618818,0.075995175,0.143546441,0.162846803,0.576598311,0.006031363,0.031363088,2010
