district_id,school,district_name,school_id,eng_yn,math_yn,read_yn,sci_yn
480,CENTAURUS HIGH SCHOOL,BOULDER VALLEY RE 2,1380,1.0,0.0,1.0,0.0
480,FAIRVIEW HIGH SCHOOL,BOULDER VALLEY RE 2,2892,1.0,1.0,1.0,1.0
480,HALCYON SCHOOL (SPECIAL EDUCATION),BOULDER VALLEY RE 2,3499,,,,
480,JUSTICE HIGH CHARTER SCHOOL,BOULDER VALLEY RE 2,4496,,,,
480,MONARCH HIGH SCHOOL,BOULDER VALLEY RE 2,5999,1.0,1.0,1.0,0.0
480,NEW VISTA HIGH SCHOOL,BOULDER VALLEY RE 2,6195,1.0,0.0,1.0,0.0
480,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,BOULDER VALLEY RE 2,6212,1.0,0.0,1.0,0.0
480,PEAK TO PEAK CHARTER SCHOOL,BOULDER VALLEY RE 2,6816,1.0,1.0,1.0,1.0
490,BUENA VISTA HIGH SCHOOL,BUENA VISTA R-31,1130,1.0,0.0,1.0,0.0
490,CHAFFEE COUNTY HIGH SCHOOL,BUENA VISTA R-31,1508,,,,
500,HORIZONS EXPLORATORY ACADEMY,SALIDA R-32,4085,,,,
500,SALIDA HIGH SCHOOL,SALIDA R-32,7568,1.0,0.0,0.0,0.0
510,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,KIT CARSON R-1,4742,,,,
520,CHEYENNE WELLS HIGH SCHOOL,CHEYENNE COUNTY RE-5,1612,,,,
540,CLEAR CREEK HIGH SCHOOL,CLEAR CREEK RE-1,4216,1.0,0.0,0.0,0.0
550,CENTAURI HIGH SCHOOL,NORTH CONEJOS RE-1J,1378,0.0,0.0,0.0,0.0
550,LA JARA SECOND CHANCE SCHOOL,NORTH CONEJOS RE-1J,4837,,,,
560,SANFORD JUNIOR/SENIOR HIGH SCHOOL,SANFORD 6J,7616,1.0,1.0,1.0,0.0
580,ANTONITO HIGH SCHOOL,SOUTH CONEJOS RE-10,252,0.0,0.0,0.0,0.0
640,CENTENNIAL HIGH SCHOOL,CENTENNIAL R-1,1398,,,,
740,SIERRA GRANDE SENIOR HIGH SCHOOL,SIERRA GRANDE R-30,7880,0.0,0.0,0.0,0.0
770,CROWLEY COUNTY ONLINE ACADEMY,CROWLEY COUNTY RE-1-J,1967,,,,
770,CROWLEY COUNTY HIGH SCHOOL,CROWLEY COUNTY RE-1-J,2058,0.0,0.0,0.0,0.0
860,CUSTER COUNTY HIGH SCHOOL,CUSTER COUNTY SCHOOL DISTRICT C-1,2092,1.0,0.0,1.0,0.0
870,CEDAREDGE HIGH SCHOOL,DELTA COUNTY 50(J),1372,1.0,0.0,0.0,0.0
870,DELTA COUNTY OPPORTUNITY SCHOOL,DELTA COUNTY 50(J),2155,0.0,0.0,0.0,0.0
870,DELTA HIGH SCHOOL,DELTA COUNTY 50(J),2164,1.0,0.0,0.0,0.0
870,DELTA VISION SCHOOL,DELTA COUNTY 50(J),2166,1.0,0.0,0.0,0.0
870,HOTCHKISS HIGH SCHOOL,DELTA COUNTY 50(J),4128,1.0,0.0,0.0,0.0
870,LAMBORN VISION SCHOOL,DELTA COUNTY 50(J),4965,,,,
870,PAONIA HIGH SCHOOL,DELTA COUNTY 50(J),6708,1.0,0.0,0.0,0.0
870,SURFACE CREEK VISION SCHOOL,DELTA COUNTY 50(J),8419,0.0,0.0,0.0,0.0
870,NORTH FORK VISION SCHOOL,DELTA COUNTY 50(J),9146,,,,
880,ABRAHAM LINCOLN HIGH SCHOOL,DENVER COUNTY 1,10,0.0,0.0,0.0,0.0
880,RIDGE VIEW ACADEMY CHARTER SCHOOL,DENVER COUNTY 1,40,0.0,0.0,0.0,0.0
880,ACADEMY OF URBAN LEARNING,DENVER COUNTY 1,67,0.0,0.0,0.0,0.0
880,EMERSON STREET SCHOOL,DENVER COUNTY 1,133,,,,
880,FRED N THOMAS CAREER EDUCATION CENTER,DENVER COUNTY 1,1319,0.0,0.0,0.0,0.0
880,COLORADO HIGH SCHOOL,DENVER COUNTY 1,1748,0.0,0.0,0.0,0.0
880,CONNECTIONS ACADEMY,DENVER COUNTY 1,1887,,,,
880,DENVER CENTER FOR INTERNATIONAL STUDIES,DENVER COUNTY 1,2183,1.0,0.0,0.0,0.0
880,DENVER SCHOOL OF THE ARTS,DENVER COUNTY 1,2184,1.0,0.0,1.0,0.0
880,DENVER SCHOOL OF SCIENCE AND TECHNOLOGY,DENVER COUNTY 1,2185,1.0,1.0,1.0,0.0
880,EAST HIGH SCHOOL,DENVER COUNTY 1,2398,1.0,0.0,1.0,0.0
880,EMILY GRIFFITH OPPORTUNITY SCHOOL,DENVER COUNTY 1,2726,0.0,0.0,0.0,0.0
880,VENTURE PREP,DENVER COUNTY 1,2755,0.0,0.0,0.0,0.0
880,ESCUELA TLATELOLCO SCHOOL,DENVER COUNTY 1,2789,0.0,0.0,0.0,0.0
880,FLORENCE CRITTENTON HIGH SCHOOL,DENVER COUNTY 1,3000,0.0,0.0,0.0,0.0
880,GEORGE WASHINGTON HIGH SCHOOL,DENVER COUNTY 1,3378,1.0,0.0,0.0,0.0
880,JOHN F KENNEDY HIGH SCHOOL,DENVER COUNTY 1,4444,0.0,0.0,0.0,0.0
880,JUSTICE HIGH SCHOOL DENVER,DENVER COUNTY 1,4494,0.0,0.0,0.0,0.0
880,LIFE SKILLS CENTER OF DENVER,DENVER COUNTY 1,5129,0.0,0.0,0.0,0.0
880,MANUAL HIGH SCHOOL,DENVER COUNTY 1,5448,0.0,0.0,0.0,0.0
880,MARTIN LUTHER KING MIDDLE COLLEGE,DENVER COUNTY 1,5605,0.0,0.0,0.0,0.0
880,CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,DENVER COUNTY 1,5844,0.0,0.0,0.0,0.0
880,MONTBELLO HIGH SCHOOL,DENVER COUNTY 1,5995,0.0,0.0,0.0,0.0
880,NORTH HIGH SCHOOL,DENVER COUNTY 1,6314,0.0,0.0,0.0,0.0
880,BRUCE RANDOLPH SCHOOL,DENVER COUNTY 1,6350,0.0,0.0,0.0,0.0
880,ONLINE HIGH SCHOOL,DENVER COUNTY 1,6509,,,,
880,P.R.E.P. (POSITIVE REFOCUS EDUCATION PROGRAM),DENVER COUNTY 1,7163,,,,
880,P.S.1 CHARTER SCHOOL,DENVER COUNTY 1,7199,,,,
880,SOUTH HIGH SCHOOL,DENVER COUNTY 1,8086,0.0,0.0,0.0,0.0
880,SOUTHWEST EARLY COLLEGE CHARTER SCHOOL,DENVER COUNTY 1,8132,0.0,0.0,0.0,0.0
880,SUMMIT ACADEMY,DENVER COUNTY 1,8145,0.0,0.0,0.0,0.0
880,THOMAS JEFFERSON HIGH SCHOOL,DENVER COUNTY 1,8822,0.0,0.0,0.0,0.0
880,WEST HIGH SCHOOL,DENVER COUNTY 1,9408,0.0,0.0,0.0,0.0
890,DOVE CREEK HIGH SCHOOL,DOLORES COUNTY RE NO.2,2216,,,,
900,DANIEL C OAKES HIGH SCHOOL--CASTLE ROCK,DOUGLAS COUNTY RE 1,201,0.0,0.0,0.0,0.0
900,CASTLE VIEW HIGH SCHOOL,DOUGLAS COUNTY RE 1,1367,1.0,0.0,1.0,0.0
900,CHAPARRAL HIGH SCHOOL,DOUGLAS COUNTY RE 1,1503,1.0,0.0,0.0,0.0
900,DOUGLAS COUNTY HIGH SCHOOL,DOUGLAS COUNTY RE 1,2230,1.0,0.0,1.0,0.0
900,EAGLE ACADEMY,DOUGLAS COUNTY RE 1,2338,0.0,0.0,0.0,0.0
900,HIGHLANDS RANCH HIGH SCHOOL,DOUGLAS COUNTY RE 1,3980,1.0,1.0,1.0,0.0
900,HOPE ON-LINE,DOUGLAS COUNTY RE 1,3995,0.0,0.0,0.0,0.0
900,LEGEND HIGH SCHOOL,DOUGLAS COUNTY RE 1,4271,1.0,0.0,1.0,0.0
900,EDCSD: COLORADO CYBER SCHOOL,DOUGLAS COUNTY RE 1,5405,,,,
900,MOUNTAIN VISTA HIGH SCHOOL,DOUGLAS COUNTY RE 1,6165,1.0,1.0,1.0,0.0
900,PONDEROSA HIGH SCHOOL,DOUGLAS COUNTY RE 1,7118,1.0,1.0,1.0,0.0
900,ROCK CANYON HIGH SCHOOL,DOUGLAS COUNTY RE 1,7435,1.0,1.0,1.0,0.0
900,THUNDERRIDGE HIGH SCHOOL,DOUGLAS COUNTY RE 1,8847,1.0,1.0,1.0,0.0
910,RED CANYON HIGH SCHOOL,EAGLE COUNTY RE 50,205,0.0,0.0,0.0,0.0
910,BATTLE MOUNTAIN HIGH SCHOOL,EAGLE COUNTY RE 50,604,1.0,0.0,0.0,0.0
910,EAGLE VALLEY HIGH SCHOOL,EAGLE COUNTY RE 50,2350,1.0,0.0,0.0,0.0
910,NEW AMERICA CHARTER SCHOOL,EAGLE COUNTY RE 50,6238,,,,
910,VAIL SKI AND SNOWBOARD ACADEMY (USSA),EAGLE COUNTY RE 50,9061,,,,
920,ELIZABETH HIGH SCHOOL,ELIZABETH C-1,2608,1.0,0.0,1.0,0.0
920,FRONTIER HIGH SCHOOL,ELIZABETH C-1,3236,0.0,0.0,0.0,0.0
930,KIOWA HIGH SCHOOL,KIOWA C-2,4728,1.0,0.0,0.0,0.0
940,SIMLA HIGH SCHOOL,BIG SANDY 100J,7922,0.0,0.0,0.0,0.0
950,ELBERT JUNIOR-SENIOR HIGH SCHOOL,ELBERT 200,2574,,,,
960,AGATE JUNIOR-SENIOR HIGH SCHOOL,AGATE 300,48,,,,
970,CALHAN HIGH SCHOOL,CALHAN RJ-1,1218,1.0,0.0,0.0,0.0
980,HARRISON HIGH SCHOOL,HARRISON 2,3806,0.0,0.0,0.0,0.0
980,JAMES IRWIN CHARTER HIGH SCHOOL,HARRISON 2,4378,1.0,1.0,1.0,0.0
980,NEW HORIZONS DAY SCHOOL,HARRISON 2,6244,0.0,0.0,0.0,0.0
980,SIERRA HIGH SCHOOL,HARRISON 2,7882,0.0,0.0,0.0,0.0
990,MESA RIDGE HIGH SCHOOL,WIDEFIELD 3,5841,0.0,0.0,0.0,0.0
990,DISCOVERY HIGH SCHOOL,WIDEFIELD 3,9560,,,,
990,WIDEFIELD HIGH SCHOOL,WIDEFIELD 3,9566,0.0,0.0,0.0,0.0
1000,LORRAINE SECONDARY SCHOOL,FOUNTAIN 8,203,0.0,0.0,0.0,0.0
1000,FOUNTAIN-FORT CARSON HIGH SCHOOL,FOUNTAIN 8,3110,1.0,0.0,0.0,0.0
1010,ACHIEVEK12,COLORADO SPRINGS 11,269,,,,
1010,THE BIJOU SCHOOL,COLORADO SPRINGS 11,871,0.0,0.0,0.0,0.0
1010,CIVA CHARTER ACADEMY,COLORADO SPRINGS 11,1616,1.0,0.0,0.0,0.0
1010,CORONADO HIGH SCHOOL,COLORADO SPRINGS 11,1870,1.0,0.0,0.0,0.0
1010,COMMUNITY PREP CHARTER SCHOOL,COLORADO SPRINGS 11,1885,0.0,0.0,0.0,0.0
1010,DOHERTY HIGH SCHOOL,COLORADO SPRINGS 11,2202,1.0,0.0,0.0,0.0
1010,NIKOLA TESLA EDUCATION OPPORTUNITY CENTER,COLORADO SPRINGS 11,2528,0.0,0.0,0.0,0.0
1010,LIFE SKILLS CENTER OF COLORADO SPRINGS,COLORADO SPRINGS 11,5146,0.0,0.0,0.0,0.0
1010,MITCHELL HIGH SCHOOL,COLORADO SPRINGS 11,5948,0.0,0.0,0.0,0.0
1010,PALMER HIGH SCHOOL,COLORADO SPRINGS 11,6680,1.0,0.0,0.0,0.0
1010,WASSON HIGH SCHOOL,COLORADO SPRINGS 11,9298,0.0,0.0,0.0,0.0
1020,CHEYENNE MOUNTAIN HIGH SCHOOL,CHEYENNE MOUNTAIN 12,1590,1.0,1.0,1.0,0.0
1030,MANITOU SPRINGS HIGH SCHOOL,MANITOU SPRINGS 14,5468,1.0,0.0,1.0,0.0
1040,AIR ACADEMY HIGH SCHOOL,ACADEMY 20,76,1.0,1.0,1.0,0.0
1040,ACADEMY ONLINE HIGH SCHOOL,ACADEMY 20,110,,,,
1040,ASPEN VALLEY HIGH SCHOOL,ACADEMY 20,209,0.0,0.0,0.0,0.0
1040,THE CLASSICAL ACADEMY HIGH SCHOOL,ACADEMY 20,1630,1.0,1.0,1.0,1.0
1040,DISCOVERY CANYON CAMPUS SCHOOL,ACADEMY 20,2195,1.0,0.0,1.0,0.0
1040,LIBERTY HIGH SCHOOL,ACADEMY 20,5126,1.0,0.0,1.0,0.0
1040,PINE CREEK HIGH SCHOOL,ACADEMY 20,6937,1.0,0.0,1.0,0.0
1040,RAMPART HIGH SCHOOL,ACADEMY 20,7240,1.0,0.0,1.0,0.0
1040,TCA COLLEGE PATHWAYS,ACADEMY 20,8779,1.0,1.0,1.0,0.0
1050,ELLICOTT SENIOR HIGH SCHOOL,ELLICOTT 22,2642,0.0,0.0,0.0,0.0
1060,PEYTON JUNIOR/SENIOR HIGH SCHOOL,PEYTON 23 JT,6902,1.0,0.0,0.0,0.0
1070,HANOVER JUNIOR-SENIOR HIGH SCHOOL,HANOVER 28,3758,,,,
1080,LEWIS-PALMER HIGH SCHOOL,LEWIS-PALMER 38,5100,1.0,1.0,1.0,0.0
1080,PALMER RIDGE HIGH SCHOOL,LEWIS-PALMER 38,6678,1.0,1.0,1.0,0.0
1110,FALCON VIRTUAL ACADEMY,FALCON 49,2877,,,,
1110,FALCON HIGH SCHOOL,FALCON 49,2908,1.0,0.0,0.0,0.0
1110,PATRIOT LEARNING CENTER,FALCON 49,6810,0.0,0.0,0.0,0.0
1110,ROCKY MOUNTAIN CLASSICAL ACADEMY,FALCON 49,7463,1.0,0.0,0.0,0.0
1110,SAND CREEK HIGH SCHOOL,FALCON 49,7613,0.0,0.0,0.0,0.0
1110,VISTA RIDGE HIGH SCHOOL,FALCON 49,8791,0.0,0.0,0.0,0.0
1120,EDISON ACADEMY,EDISON 54 JT,2504,,,,
1120,EDISON JUNIOR-SENIOR HIGH SCHOOL,EDISON 54 JT,2526,,,,
1130,MIAMI-YODER SENIOR HIGH SCHOOL,MIAMI/YODER 60 JT,5854,0.0,0.0,0.0,0.0
1140,CANON CITY HIGH SCHOOL,CANON CITY RE-1,1266,0.0,0.0,0.0,0.0
1140,GARDEN PARK HIGH SCHOOL,CANON CITY RE-1,3211,,,,
1150,FLORENCE HIGH SCHOOL,FREMONT RE-2,3002,0.0,0.0,0.0,0.0
1160,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,COTOPAXI RE-3,3228,,,,
1180,BASALT HIGH SCHOOL,ROARING FORK RE-1,570,1.0,0.0,0.0,0.0
1180,BRIDGES,ROARING FORK RE-1,1006,1.0,0.0,0.0,0.0
1180,GLENWOOD SPRINGS HIGH SCHOOL,ROARING FORK RE-1,3468,1.0,0.0,0.0,0.0
1180,ROARING FORK HIGH SCHOOL,ROARING FORK RE-1,7422,0.0,0.0,0.0,0.0
1195,COAL RIDGE HIGH SCHOOL,GARFIELD RE-2,65,1.0,0.0,0.0,0.0
1195,KAPLAN ACADEMY OF COLORADO,GARFIELD RE-2,3325,0.0,0.0,0.0,0.0
1195,RIFLE HIGH SCHOOL,GARFIELD RE-2,7360,1.0,0.0,0.0,0.0
1220,GRAND VALLEY HIGH SCHOOL,GARFIELD 16,3586,0.0,0.0,0.0,0.0
1330,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,GILPIN COUNTY RE-1,1634,0.0,0.0,0.0,0.0
1340,WEST GRAND HIGH SCHOOL,WEST GRAND 1-JT.,9420,1.0,0.0,0.0,0.0
1350,MIDDLE PARK HIGH SCHOOL,EAST GRAND 2,5864,1.0,0.0,0.0,0.0
1360,CRESTED BUTTE COMMUNITY SCHOOL,GUNNISON WATERSHED RE1J,2006,1.0,0.0,1.0,0.0
1360,GUNNISON HIGH SCHOOL,GUNNISON WATERSHED RE1J,3694,1.0,0.0,0.0,0.0
1360,GUNNISON VALLEY SCHOOL,GUNNISON WATERSHED RE1J,3701,,,,
1380,LAKE CITY COMMUNITY SCHOOL,HINSDALE COUNTY RE 1,4899,,,,
1390,HUERFANO COUNTY OPPORTUNITY AND ENRICHMENT SCHOOL,HUERFANO RE-1,4161,,,,
1390,JOHN MALL HIGH SCHOOL,HUERFANO RE-1,9212,0.0,0.0,0.0,0.0
1400,LA VETA JUNIOR-SENIOR HIGH SCHOOL,LA VETA RE-2,4864,1.0,0.0,0.0,0.0
1410,NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,NORTH PARK R-1,6358,1.0,0.0,1.0,0.0
1420,MC LAIN HIGH SCHOOL,JEFFERSON COUNTY R-1,33,0.0,0.0,0.0,0.0
1420,ALAMEDA HIGH SCHOOL,JEFFERSON COUNTY R-1,108,0.0,0.0,0.0,0.0
1420,ARVADA HIGH SCHOOL,JEFFERSON COUNTY R-1,370,0.0,0.0,0.0,0.0
1420,ARVADA WEST HIGH SCHOOL,JEFFERSON COUNTY R-1,378,1.0,0.0,0.0,0.0
1420,BEAR CREEK HIGH SCHOOL,JEFFERSON COUNTY R-1,664,1.0,0.0,0.0,0.0
1420,BRADY EXPLORATION SCHOOL,JEFFERSON COUNTY R-1,965,0.0,0.0,0.0,0.0
1420,CHATFIELD HIGH SCHOOL,JEFFERSON COUNTY R-1,1522,1.0,1.0,1.0,0.0
1420,COLUMBINE HIGH SCHOOL,JEFFERSON COUNTY R-1,1864,1.0,0.0,0.0,0.0
1420,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,JEFFERSON COUNTY R-1,1869,,,,
1420,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,JEFFERSON COUNTY R-1,1880,1.0,0.0,1.0,0.0
1420,CONIFER SENIOR HIGH SCHOOL,JEFFERSON COUNTY R-1,1886,1.0,0.0,1.0,0.0
1420,DAKOTA RIDGE SENIOR HIGH SCHOOL,JEFFERSON COUNTY R-1,2093,1.0,0.0,1.0,0.0
1420,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,JEFFERSON COUNTY R-1,2120,1.0,1.0,1.0,1.0
1420,EVERGREEN HIGH SCHOOL,JEFFERSON COUNTY R-1,2836,1.0,1.0,1.0,0.0
1420,GOLDEN HIGH SCHOOL,JEFFERSON COUNTY R-1,3502,1.0,0.0,1.0,0.0
1420,GREEN MOUNTAIN HIGH SCHOOL,JEFFERSON COUNTY R-1,3628,1.0,0.0,0.0,0.0
1420,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,JEFFERSON COUNTY R-1,4408,,,,
1420,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,JEFFERSON COUNTY R-1,4410,1.0,1.0,1.0,0.0
1420,JEFFERSON HIGH SCHOOL,JEFFERSON COUNTY R-1,4422,0.0,0.0,0.0,0.0
1420,LAKEWOOD HIGH SCHOOL,JEFFERSON COUNTY R-1,4942,1.0,1.0,1.0,0.0
1420,LONGVIEW HIGH SCHOOL,JEFFERSON COUNTY R-1,5623,,,,
1420,NEW AMERICA SCHOOL,JEFFERSON COUNTY R-1,6237,0.0,0.0,0.0,0.0
1420,JEFFERSON COUNTY OPEN SECONDARY,JEFFERSON COUNTY R-1,6541,1.0,0.0,0.0,0.0
1420,POMONA HIGH SCHOOL,JEFFERSON COUNTY R-1,7114,1.0,0.0,0.0,0.0
