district_id,district_name,school_id,school,emh,emh_combined,achievement_dir,growth_dir,overall_dir
20,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K8 SCHOOL,E,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K8 SCHOOL,M,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,2580,HUNTERS GLEN ELEMENTARY SCHOOL,E,True,-1.0,-1.0,-1.0
20,ADAMS 12 FIVE STAR SCHOOLS,5043,LEGACY HIGH SCHOOL,H,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,5058,LEROY DRIVE ELEMENTARY SCHOOL,E,True,-1.0,-1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,5418,MALLEY DRIVE ELEMENTARY SCHOOL,E,True,-1.0,-1.0,-1.0
20,ADAMS 12 FIVE STAR SCHOOLS,5706,MC ELWAIN ELEMENTARY SCHOOL,E,True,0.0,0.0,1.0
20,ADAMS 12 FIVE STAR SCHOOLS,59,MERIDIAN ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,6060,MOUNTAIN RANGE HIGH SCHOOL,H,True,0.0,-1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,6150,MOUNTAIN VIEW ELEMENTARY SCHOOL,E,True,0.0,1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,6355,NORTH MOR ELEMENTARY SCHOOL,E,True,-1.0,-1.0,-1.0
20,ADAMS 12 FIVE STAR SCHOOLS,6376,NORTH STAR ELEMENTARY SCHOOL,E,True,0.0,1.0,1.0
20,ADAMS 12 FIVE STAR SCHOOLS,6402,NORTHGLENN HIGH SCHOOL,H,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,6398,NORTHGLENN MIDDLE SCHOOL,M,True,-1.0,-1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,7155,PRAIRIE HILLS ELEMENTARY SCHOOL,E,True,0.0,1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,6802,PROSPECT RIDGE ACADEMY,E,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,E,True,0.0,-1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,E,True,-1.0,1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,57,ROCKY TOP MIDDLE SCHOOL,M,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,6342,SHADOW RIDGE MIDDLE SCHOOL,M,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,7795,SILVER CREEK ELEMENTARY,E,True,0.0,-1.0,-1.0
20,ADAMS 12 FIVE STAR SCHOOLS,4187,SILVER HILLS MIDDLE SCHOOL,M,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,2578,SKYVIEW ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,1519,STARGATE CHARTER SCHOOL,E,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,1519,STARGATE CHARTER SCHOOL,M,True,0.0,1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,8225,STELLAR ELEMENTARY SCHOOL,E,True,1.0,1.0,1.0
20,ADAMS 12 FIVE STAR SCHOOLS,8275,STEM SCHOOL,E,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,8275,STEM SCHOOL,M,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,8361,STUKEY ELEMENTARY SCHOOL,E,True,-1.0,-1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,2410,TARVER ELEMENTARY SCHOOL,E,True,0.0,-1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,8211,THE STUDIO SCHOOL,E,True,-1.0,-1.0,-1.0
20,ADAMS 12 FIVE STAR SCHOOLS,8842,THORNTON ELEMENTARY SCHOOL,E,True,-1.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,5816,THORNTON HIGH SCHOOL,H,True,0.0,-1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,5814,THORNTON MIDDLE SCHOOL,M,True,-1.0,-1.0,-1.0
20,ADAMS 12 FIVE STAR SCHOOLS,210,VANTAGE POINT,E,True,,,
20,ADAMS 12 FIVE STAR SCHOOLS,210,VANTAGE POINT,M,True,1.0,-1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,210,VANTAGE POINT,H,True,-1.0,-1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,9431,WESTGATE CHARTER,E,True,-1.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,9431,WESTGATE CHARTER,M,True,0.0,1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,9444,WESTLAKE MIDDLE SCHOOL,M,True,0.0,0.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,9494,WESTVIEW ELEMENTARY SCHOOL,E,True,0.0,-1.0,0.0
20,ADAMS 12 FIVE STAR SCHOOLS,9682,WOODGLEN ELEMENTARY SCHOOL,E,True,1.0,0.0,0.0
30,ADAMS COUNTY 14,24,ADAMS CITY HIGH SCHOOL,H,True,0.0,0.0,0.0
30,ADAMS COUNTY 14,20,ADAMS CITY MIDDLE SCHOOL,M,True,-1.0,0.0,0.0
30,ADAMS COUNTY 14,186,ALSUP ELEMENTARY SCHOOL,E,True,0.0,0.0,1.0
30,ADAMS COUNTY 14,1426,CENTRAL ELEMENTARY SCHOOL,E,True,0.0,-1.0,0.0
30,ADAMS COUNTY 14,2308,DUPONT ELEMENTARY SCHOOL,E,True,0.0,0.0,1.0
30,ADAMS COUNTY 14,6534,HANSON ELEMENTARY SCHOOL,E,True,1.0,1.0,1.0
30,ADAMS COUNTY 14,4516,KEARNEY MIDDLE SCHOOL,M,True,-1.0,-1.0,-1.0
30,ADAMS COUNTY 14,4536,KEMP ELEMENTARY SCHOOL,E,True,-1.0,-1.0,0.0
30,ADAMS COUNTY 14,22,LESTER R ARNOLD HIGH SCHOOL,H,True,1.0,,-1.0
30,ADAMS COUNTY 14,5982,MONACO ELEMENTARY SCHOOL,E,True,-1.0,-1.0,-1.0
30,ADAMS COUNTY 14,7500,ROSE HILL ELEMENTARY SCHOOL,E,True,0.0,1.0,1.0
180,ADAMSARAPAHOE 28J,214,ALTURA ELEMENTARY SCHOOL,E,True,1.0,0.0,1.0
180,ADAMSARAPAHOE 28J,219,APS ONLINE SCHOOL,H,True,1.0,,-1.0
180,ADAMSARAPAHOE 28J,310,ARKANSAS ELEMENTARY SCHOOL,E,True,-1.0,0.0,0.0
180,ADAMSARAPAHOE 28J,458,AURORA ACADEMY CHARTER SCHOOL,E,True,0.0,-1.0,0.0
180,ADAMSARAPAHOE 28J,458,AURORA ACADEMY CHARTER SCHOOL,M,True,0.0,-1.0,0.0
180,ADAMSARAPAHOE 28J,1458,AURORA CENTRAL HIGH SCHOOL,H,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,465,AURORA FRONTIER K8,E,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,465,AURORA FRONTIER K8,M,True,1.0,0.0,0.0
180,ADAMSARAPAHOE 28J,464,AURORA HILLS MIDDLE SCHOOL,M,True,0.0,1.0,0.0
180,ADAMSARAPAHOE 28J,7232,AURORA QUEST K8,E,True,0.0,1.0,0.0
180,ADAMSARAPAHOE 28J,7232,AURORA QUEST K8,M,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,M,True,-1.0,-1.0,-1.0
180,ADAMSARAPAHOE 28J,9396,AURORA WEST COLLEGE PREPARATORY ACADEMY,H,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,213,AXL ACADEMY,E,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,213,AXL ACADEMY,M,True,1.0,0.0,0.0
180,ADAMSARAPAHOE 28J,914,BOSTON K8 SCHOOL,E,True,0.0,-1.0,0.0
180,ADAMSARAPAHOE 28J,914,BOSTON K8 SCHOOL,M,True,0.0,-1.0,-1.0
180,ADAMSARAPAHOE 28J,1470,CENTURY ELEMENTARY SCHOOL,E,True,0.0,-1.0,-1.0
180,ADAMSARAPAHOE 28J,1720,CLYDE MILLER K8,E,True,0.0,-1.0,0.0
180,ADAMSARAPAHOE 28J,1720,CLYDE MILLER K8,M,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,1800,COLUMBIA MIDDLE SCHOOL,M,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,1948,CRAWFORD ELEMENTARY SCHOOL,E,True,1.0,0.0,0.0
180,ADAMSARAPAHOE 28J,2095,DALTON ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,2114,DARTMOUTH ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,2384,EAST MIDDLE SCHOOL,M,True,0.0,-1.0,0.0
180,ADAMSARAPAHOE 28J,2618,ELKHART ELEMENTARY SCHOOL,E,True,1.0,1.0,0.0
180,ADAMSARAPAHOE 28J,2995,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,E,True,0.0,-1.0,-1.0
180,ADAMSARAPAHOE 28J,2995,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,M,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,2998,FLETCHER PRIMARY SCHOOL,E,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,3272,FULTON ELEMENTARY SCHOOL,E,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,3354,GATEWAY HIGH SCHOOL,H,True,0.0,1.0,1.0
180,ADAMSARAPAHOE 28J,3471,GLOBAL VILLAGE ACADEMY,E,True,-1.0,0.0,0.0
180,ADAMSARAPAHOE 28J,3471,GLOBAL VILLAGE ACADEMY,M,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,4024,HINKLEY HIGH SCHOOL,H,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,4270,IOWA ELEMENTARY SCHOOL,E,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,4426,JEWELL ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,4646,KENTON ELEMENTARY SCHOOL,E,True,-1.0,0.0,0.0
180,ADAMSARAPAHOE 28J,4970,LANSING ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,4973,LAREDO ELEMENTARY SCHOOL,E,True,0.0,1.0,1.0
180,ADAMSARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,E,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,M,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,H,True,0.0,-1.0,0.0
180,ADAMSARAPAHOE 28J,5361,LYN KNOLL ELEMENTARY SCHOOL,E,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,6068,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,E,True,1.0,1.0,0.0
180,ADAMSARAPAHOE 28J,6160,MRACHEK MIDDLE SCHOOL,M,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,6189,MURPHY CREEK K8 SCHOOL,E,True,-1.0,-1.0,-1.0
180,ADAMSARAPAHOE 28J,6189,MURPHY CREEK K8 SCHOOL,M,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,6219,NEW AMERICA SCHOOL,H,True,1.0,-1.0,0.0
180,ADAMSARAPAHOE 28J,6310,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY,M,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,6728,PARIS ELEMENTARY SCHOOL,E,True,-1.0,0.0,0.0
180,ADAMSARAPAHOE 28J,6758,PARK LANE ELEMENTARY SCHOOL,E,True,0.0,1.0,0.0
180,ADAMSARAPAHOE 28J,6869,PEORIA ELEMENTARY SCHOOL,E,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,7250,RANGEVIEW HIGH SCHOOL,H,True,1.0,1.0,0.0
180,ADAMSARAPAHOE 28J,7558,SABLE ELEMENTARY SCHOOL,E,True,0.0,1.0,1.0
180,ADAMSARAPAHOE 28J,7865,SIDE CREEK ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,7932,SIXTH AVENUE ELEMENTARY SCHOOL,E,True,1.0,0.0,0.0
180,ADAMSARAPAHOE 28J,8078,SOUTH MIDDLE SCHOOL,M,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,8858,TOLLGATE ELEMENTARY SCHOOL,E,True,-1.0,0.0,0.0
180,ADAMSARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,E,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,9056,VANGUARD CLASSICAL SCHOOL,M,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,9059,VASSAR ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,9140,VIRGINIA COURT ELEMENTARY SCHOOL,E,True,-1.0,-1.0,-1.0
180,ADAMSARAPAHOE 28J,9125,VISTA PEAK 912 PREPARATORY,H,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,9083,VISTA PEAK P8 EXPLORATORY,E,True,0.0,1.0,1.0
180,ADAMSARAPAHOE 28J,9083,VISTA PEAK P8 EXPLORATORY,M,True,1.0,1.0,1.0
180,ADAMSARAPAHOE 28J,9514,WHEELING ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
180,ADAMSARAPAHOE 28J,8356,WILLIAM SMITH HIGH SCHOOL,H,True,1.0,0.0,1.0
180,ADAMSARAPAHOE 28J,9756,YALE ELEMENTARY SCHOOL,E,True,1.0,-1.0,0.0
960,AGATE 300,44,AGATE ELEMENTARY SCHOOL,E,True,,,
1620,AGUILAR REORGANIZED 6,58,AGUILAR ELEMENTARY SCHOOL,E,True,-1.0,,-1.0
1620,AGUILAR REORGANIZED 6,66,AGUILAR JUNIORSENIOR HIGH SCHOOL,M,True,,,-1.0
1620,AGUILAR REORGANIZED 6,66,AGUILAR JUNIORSENIOR HIGH SCHOOL,H,True,,,0.0
3030,AKRON R1,86,AKRON ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
3030,AKRON R1,86,AKRON ELEMENTARY SCHOOL,M,True,1.0,1.0,1.0
3030,AKRON R1,90,AKRON HIGH SCHOOL,H,True,1.0,1.0,0.0
100,ALAMOSA RE11J,115,ALAMOSA ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
100,ALAMOSA RE11J,118,ALAMOSA HIGH SCHOOL,H,True,1.0,0.0,0.0
100,ALAMOSA RE11J,368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,M,True,0.0,,0.0
100,ALAMOSA RE11J,368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,H,True,,,
100,ALAMOSA RE11J,114,ORTEGA MIDDLE SCHOOL,M,True,0.0,0.0,1.0
220,ARCHULETA COUNTY 50 JT,64,ARCHULETA COUNTY HIGH SCHOOL,H,True,,,0.0
220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,E,True,-1.0,-1.0,-1.0
220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,H,True,-1.0,-1.0,-1.0
220,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS MIDDLE SCHOOL,E,True,0.0,0.0,0.0
220,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS MIDDLE SCHOOL,M,True,1.0,0.0,0.0
3040,ARICKAREE R2,304,ARICKAREE ELEMENTARY SCHOOL,E,True,0.0,1.0,1.0
3040,ARICKAREE R2,308,ARICKAREE UNDIVIDED HIGH SCHOOL,M,True,-1.0,,1.0
3040,ARICKAREE R2,308,ARICKAREE UNDIVIDED HIGH SCHOOL,H,True,,,1.0
1450,ARRIBAFLAGLER C20,2956,FLAGLER ELEMENTARY SCHOOL,E,True,0.0,1.0,1.0
1450,ARRIBAFLAGLER C20,2958,FLAGLER MIDDLE SCHOOL,M,True,0.0,0.0,0.0
1450,ARRIBAFLAGLER C20,2960,FLAGLER SENIOR HIGH SCHOOL,H,True,-1.0,,1.0
2640,ASPEN 1,42,ASPEN COMMUNITY CHARTER SCHOOL,E,True,-1.0,0.0,-1.0
2640,ASPEN 1,42,ASPEN COMMUNITY CHARTER SCHOOL,M,True,1.0,-1.0,0.0
2640,ASPEN 1,428,ASPEN ELEMENTARY SCHOOL,E,True,0.0,1.0,0.0
2640,ASPEN 1,432,ASPEN HIGH SCHOOL,H,True,0.0,0.0,0.0
2640,ASPEN 1,430,ASPEN MIDDLE SCHOOL,E,True,0.0,0.0,0.0
2640,ASPEN 1,430,ASPEN MIDDLE SCHOOL,M,True,0.0,0.0,1.0
3145,AULTHIGHLAND RE9,3958,HIGHLAND ELEMENTARY SCHOOL,E,True,-1.0,1.0,0.0
3145,AULTHIGHLAND RE9,3962,HIGHLAND HIGH SCHOOL,H,True,1.0,-1.0,0.0
3145,AULTHIGHLAND RE9,3961,HIGHLAND MIDDLE SCHOOL,M,True,0.0,1.0,1.0
1530,BAYFIELD 10 JTR,632,BAYFIELD ELEMENTARY SCHOOL,E,True,-1.0,-1.0,-1.0
1530,BAYFIELD 10 JTR,640,BAYFIELD HIGH SCHOOL,H,True,0.0,0.0,0.0
1530,BAYFIELD 10 JTR,636,BAYFIELD MIDDLE SCHOOL,M,True,0.0,-1.0,0.0
50,BENNETT 29J,770,BENNETT ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
50,BENNETT 29J,775,BENNETT HIGH SCHOOL,H,True,0.0,0.0,0.0
50,BENNETT 29J,774,BENNETT MIDDLE SCHOOL,M,True,0.0,0.0,0.0
50,BENNETT 29J,1889,CORRIDOR COMMUNITY ACADEMY,E,True,0.0,1.0,0.0
50,BENNETT 29J,1889,CORRIDOR COMMUNITY ACADEMY,M,True,1.0,1.0,0.0
1490,BETHUNE R5,832,BETHUNE ELEMENTARY SCHOOL,E,True,-1.0,-1.0,-1.0
1490,BETHUNE R5,842,BETHUNE JUNIORSENIOR HIGH SCHOOL,M,True,-1.0,-1.0,-1.0
1490,BETHUNE R5,842,BETHUNE JUNIORSENIOR HIGH SCHOOL,H,True,-1.0,-1.0,0.0
940,BIG SANDY 100J,7914,SIMLA ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
940,BIG SANDY 100J,7922,SIMLA HIGH SCHOOL,H,True,0.0,0.0,0.0
940,BIG SANDY 100J,7918,SIMLA JUNIOR HIGH SCHOOL,M,True,0.0,-1.0,0.0
480,BOULDER VALLEY RE 2,4878,ANGEVINE MIDDLE SCHOOL,M,True,0.0,0.0,1.0
480,BOULDER VALLEY RE 2,125,ARAPAHOE RIDGE HIGH SCHOOL,H,True,1.0,-1.0,-1.0
480,BOULDER VALLEY RE 2,441,ASPEN CREEK K8 SCHOOL,E,True,0.0,1.0,1.0
480,BOULDER VALLEY RE 2,441,ASPEN CREEK K8 SCHOOL,M,True,0.0,0.0,0.0
480,BOULDER VALLEY RE 2,652,BEAR CREEK ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
480,BOULDER VALLEY RE 2,872,BIRCH ELEMENTARY SCHOOL,E,True,0.0,1.0,1.0
480,BOULDER VALLEY RE 2,919,BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,E,True,0.0,1.0,0.0
480,BOULDER VALLEY RE 2,924,BOULDER HIGH SCHOOL,H,True,0.0,0.0,0.0
480,BOULDER VALLEY RE 2,934,BOULDER PREP CHARTER HIGH SCHOOL,H,True,,,0.0
480,BOULDER VALLEY RE 2,930,BOULDER UNIVERSAL,E,True,,,
480,BOULDER VALLEY RE 2,930,BOULDER UNIVERSAL,M,True,,,
480,BOULDER VALLEY RE 2,930,BOULDER UNIVERSAL,H,True,,,-1.0
480,BOULDER VALLEY RE 2,1066,BROOMFIELD HEIGHTS MIDDLE SCHOOL,M,True,0.0,1.0,0.0
480,BOULDER VALLEY RE 2,1070,BROOMFIELD HIGH SCHOOL,H,True,0.0,0.0,0.0
480,BOULDER VALLEY RE 2,1352,CASEY MIDDLE SCHOOL,M,True,1.0,0.0,0.0
480,BOULDER VALLEY RE 2,1380,CENTAURUS HIGH SCHOOL,H,True,0.0,0.0,0.0
480,BOULDER VALLEY RE 2,1390,CENTENNIAL MIDDLE SCHOOL,M,True,0.0,0.0,0.0
480,BOULDER VALLEY RE 2,1725,COAL CREEK ELEMENTARY SCHOOL,E,True,0.0,0.0,0.0
480,BOULDER VALLEY RE 2,1842,COLUMBINE ELEMENTARY SCHOOL,E,True,0.0,0.0,-1.0
