district_id,district_name,school_id,school,pct_fr
130.0,CHERRY CREEK 5,1155.0,BUFFALO TRAIL ELEMENTARY SCHOOL,0.17800000000000002
130.0,CHERRY CREEK 5,1273.0,CANYON CREEK ELEMENTARY SCHOOL,0.19699999999999998
130.0,CHERRY CREEK 5,1510.0,CHALLENGE SCHOOL,0.045
130.0,CHERRY CREEK 5,1551.0,CHEROKEE TRAIL HIGH SCHOOL,0.153
130.0,CHERRY CREEK 5,1566.0,CAMPUS MIDDLE SCHOOL,0.109
130.0,CHERRY CREEK 5,1568.0,WEST MIDDLE SCHOOL,0.11699999999999999
130.0,CHERRY CREEK 5,1570.0,CHERRY CREEK HIGH SCHOOL,0.086
130.0,CHERRY CREEK 5,1571.0,CHERRY CREEK CHARTER ACADEMY,0.0
130.0,CHERRY CREEK 5,1572.0,HIGH PLAINS ELEMENTARY SCHOOL,0.20800000000000002
130.0,CHERRY CREEK 5,1574.0,CHERRY HILLS VILLAGE ELEMENTARY SCHOOL,0.054000000000000006
130.0,CHERRY CREEK 5,1614.0,CIMARRON ELEMENTARY SCHOOL,0.515
130.0,CHERRY CREEK 5,1916.0,COTTONWOOD CREEK ELEMENTARY SCHOOL,0.043
130.0,CHERRY CREEK 5,1970.0,CREEKSIDE ELEMENTARY SCHOOL,0.075
130.0,CHERRY CREEK 5,2094.0,DAKOTA VALLEY ELEMENTARY SCHOOL,0.187
130.0,CHERRY CREEK 5,2292.0,DRY CREEK ELEMENTARY SCHOOL,0.172
130.0,CHERRY CREEK 5,2357.0,EAGLECREST HIGH SCHOOL,0.28300000000000003
130.0,CHERRY CREEK 5,2428.0,EASTRIDGE COMMUNITY ELEMENTARY SCHOOL,0.672
130.0,CHERRY CREEK 5,2897.0,FALCON CREEK MIDDLE SCHOOL,0.209
130.0,CHERRY CREEK 5,3030.0,FOX RIDGE MIDDLE SCHOOL,0.11599999999999999
130.0,CHERRY CREEK 5,3589.0,GRANDVIEW HIGH SCHOOL,0.153
130.0,CHERRY CREEK 5,3648.0,GREENWOOD ELEMENTARY SCHOOL,0.033
130.0,CHERRY CREEK 5,3926.0,HERITAGE ELEMENTARY SCHOOL,0.11
130.0,CHERRY CREEK 5,3988.0,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,0.7609999999999999
130.0,CHERRY CREEK 5,4062.0,HOLLY HILLS ELEMENTARY SCHOOL,0.768
130.0,CHERRY CREEK 5,4078.0,HOMESTEAD ELEMENTARY SCHOOL,0.06
130.0,CHERRY CREEK 5,4100.0,HORIZON MIDDLE SCHOOL,0.444
130.0,CHERRY CREEK 5,4276.0,INDEPENDENCE ELEMENTARY SCHOOL,0.494
130.0,CHERRY CREEK 5,4280.0,INDIAN RIDGE ELEMENTARY SCHOOL,0.092
130.0,CHERRY CREEK 5,4975.0,LAREDO MIDDLE SCHOOL,0.349
130.0,CHERRY CREEK 5,5744.0,MEADOW POINT ELEMENTARY SCHOOL,0.557
130.0,CHERRY CREEK 5,5934.0,MISSION VIEJO ELEMENTARY SCHOOL,0.431
130.0,CHERRY CREEK 5,6625.0,OVERLAND HIGH SCHOOL,0.569
130.0,CHERRY CREEK 5,6820.0,PEAKVIEW ELEMENTARY SCHOOL,0.20199999999999999
130.0,CHERRY CREEK 5,6955.0,PINE RIDGE ELEMENTARY SCHOOL,0.048
130.0,CHERRY CREEK 5,7102.0,POLTON COMMUNITY ELEMENTARY SCHOOL,0.429
130.0,CHERRY CREEK 5,7116.0,PONDEROSA ELEMENTARY SCHOOL,0.6509999999999999
130.0,CHERRY CREEK 5,7158.0,PRAIRIE MIDDLE SCHOOL,0.6809999999999999
130.0,CHERRY CREEK 5,7277.0,RED HAWK RIDGE ELEMENTARY SCHOOL,0.364
130.0,CHERRY CREEK 5,7476.0,ROLLING HILLS ELEMENTARY SCHOOL,0.07200000000000001
130.0,CHERRY CREEK 5,7559.0,SAGEBRUSH ELEMENTARY SCHOOL,0.39899999999999997
130.0,CHERRY CREEK 5,8020.0,SMOKY HILL HIGH SCHOOL,0.273
130.0,CHERRY CREEK 5,8380.0,SUMMIT ELEMENTARY SCHOOL,0.386
130.0,CHERRY CREEK 5,8394.0,SUNRISE ELEMENTARY SCHOOL,0.39
130.0,CHERRY CREEK 5,8848.0,THUNDER RIDGE MIDDLE SCHOOL,0.212
130.0,CHERRY CREEK 5,8850.0,TIMBERLINE ELEMENTARY SCHOOL,0.21899999999999997
130.0,CHERRY CREEK 5,8887.0,TRAILS WEST ELEMENTARY SCHOOL,0.23399999999999999
130.0,CHERRY CREEK 5,9108.0,VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL,0.665
130.0,CHERRY CREEK 5,9200.0,WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL,0.166
130.0,CHERRY CREEK 5,9624.0,WILLOW CREEK ELEMENTARY SCHOOL,0.04
140.0,LITTLETON 6,298.0,ARAPAHOE HIGH SCHOOL,0.063
140.0,LITTLETON 6,752.0,FRANKLIN ELEMENTARY SCHOOL,0.132
140.0,LITTLETON 6,1382.0,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,0.531
140.0,LITTLETON 6,2382.0,EAST ELEMENTARY SCHOOL,0.799
140.0,LITTLETON 6,2804.0,EUCLID MIDDLE SCHOOL,0.27699999999999997
140.0,LITTLETON 6,2926.0,FIELD ELEMENTARY SCHOOL,0.762
140.0,LITTLETON 6,3472.0,GODDARD MIDDLE SCHOOL,0.381
140.0,LITTLETON 6,3930.0,HERITAGE HIGH SCHOOL,0.107
140.0,LITTLETON 6,3950.0,HIGHLAND ELEMENTARY SCHOOL,0.217
140.0,LITTLETON 6,4316.0,NEWTON MIDDLE SCHOOL,0.133
140.0,LITTLETON 6,4447.0,JOHN WESLEY POWELL MIDDLE SCHOOL,0.107
140.0,LITTLETON 6,5224.0,LITTLETON HIGH SCHOOL,0.226
140.0,LITTLETON 6,5229.0,LITTLETON ACADEMY,0.043
140.0,LITTLETON 6,5233.0,LITTLETON PREP CHARTER SCHOOL,0.22899999999999998
140.0,LITTLETON 6,5236.0,LOIS LENSKI ELEMENTARY SCHOOL,0.066
140.0,LITTLETON 6,5572.0,HOPKINS ELEMENTARY SCHOOL,0.305
140.0,LITTLETON 6,5574.0,TWAIN ELEMENTARY SCHOOL,0.157
140.0,LITTLETON 6,6814.0,PEABODY ELEMENTARY SCHOOL,0.221
140.0,LITTLETON 6,7518.0,RUNYON ELEMENTARY SCHOOL,0.11699999999999999
140.0,LITTLETON 6,7606.0,SANDBURG ELEMENTARY SCHOOL,0.08
140.0,LITTLETON 6,8064.0,MOODY ELEMENTARY SCHOOL,0.46
140.0,LITTLETON 6,9600.0,WILDER ELEMENTARY SCHOOL,0.064
170.0,DEER TRAIL 26J,2136.0,DEER TRAIL ELEMENTARY SCHOOL,0.556
170.0,DEER TRAIL 26J,2140.0,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,0.348
180.0,ADAMS-ARAPAHOE 28J,213.0,AXL ACADEMY,0.519
180.0,ADAMS-ARAPAHOE 28J,214.0,ALTURA ELEMENTARY SCHOOL,0.965
180.0,ADAMS-ARAPAHOE 28J,219.0,APS ONLINE SCHOOL,0.414
180.0,ADAMS-ARAPAHOE 28J,310.0,ARKANSAS ELEMENTARY SCHOOL,0.609
180.0,ADAMS-ARAPAHOE 28J,458.0,AURORA ACADEMY CHARTER SCHOOL,0.368
180.0,ADAMS-ARAPAHOE 28J,464.0,AURORA HILLS MIDDLE SCHOOL,0.7440000000000001
180.0,ADAMS-ARAPAHOE 28J,465.0,AURORA FRONTIER K-8,0.293
180.0,ADAMS-ARAPAHOE 28J,914.0,BOSTON K-8 SCHOOL,0.9109999999999999
180.0,ADAMS-ARAPAHOE 28J,1458.0,AURORA CENTRAL HIGH SCHOOL,0.7240000000000001
180.0,ADAMS-ARAPAHOE 28J,1470.0,CENTURY ELEMENTARY SCHOOL,0.6829999999999999
180.0,ADAMS-ARAPAHOE 28J,1720.0,CLYDE MILLER K-8,0.7040000000000001
180.0,ADAMS-ARAPAHOE 28J,1800.0,COLUMBIA MIDDLE SCHOOL,0.54
180.0,ADAMS-ARAPAHOE 28J,1948.0,CRAWFORD ELEMENTARY SCHOOL,0.894
180.0,ADAMS-ARAPAHOE 28J,2095.0,DALTON ELEMENTARY SCHOOL,0.52
180.0,ADAMS-ARAPAHOE 28J,2114.0,DARTMOUTH ELEMENTARY SCHOOL,0.574
180.0,ADAMS-ARAPAHOE 28J,2384.0,EAST MIDDLE SCHOOL,0.871
180.0,ADAMS-ARAPAHOE 28J,2618.0,ELKHART ELEMENTARY SCHOOL,0.946
180.0,ADAMS-ARAPAHOE 28J,2995.0,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,0.899
180.0,ADAMS-ARAPAHOE 28J,2998.0,FLETCHER PRIMARY SCHOOL,0.927
180.0,ADAMS-ARAPAHOE 28J,3272.0,FULTON ELEMENTARY SCHOOL,0.9159999999999999
180.0,ADAMS-ARAPAHOE 28J,3354.0,GATEWAY HIGH SCHOOL,0.565
180.0,ADAMS-ARAPAHOE 28J,3471.0,GLOBAL VILLAGE ACADEMY,0.48700000000000004
180.0,ADAMS-ARAPAHOE 28J,4024.0,HINKLEY HIGH SCHOOL,0.6759999999999999
180.0,ADAMS-ARAPAHOE 28J,4270.0,IOWA ELEMENTARY SCHOOL,0.73
180.0,ADAMS-ARAPAHOE 28J,4426.0,JEWELL ELEMENTARY SCHOOL,0.701
180.0,ADAMS-ARAPAHOE 28J,4646.0,KENTON ELEMENTARY SCHOOL,0.879
180.0,ADAMS-ARAPAHOE 28J,4970.0,LANSING ELEMENTARY SCHOOL,0.847
180.0,ADAMS-ARAPAHOE 28J,4973.0,LAREDO ELEMENTARY SCHOOL,0.875
180.0,ADAMS-ARAPAHOE 28J,5298.0,LOTUS SCHOOL FOR EXCELLENCE,0.598
180.0,ADAMS-ARAPAHOE 28J,5361.0,LYN KNOLL ELEMENTARY SCHOOL,0.889
180.0,ADAMS-ARAPAHOE 28J,6068.0,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,0.9259999999999999
180.0,ADAMS-ARAPAHOE 28J,6160.0,MRACHEK MIDDLE SCHOOL,0.625
180.0,ADAMS-ARAPAHOE 28J,6189.0,MURPHY CREEK K-8 SCHOOL,0.36200000000000004
180.0,ADAMS-ARAPAHOE 28J,6219.0,NEW AMERICA SCHOOL,0.775
180.0,ADAMS-ARAPAHOE 28J,6310.0,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,0.873
180.0,ADAMS-ARAPAHOE 28J,6546.0,OPTIONS SCHOOL,0.002
180.0,ADAMS-ARAPAHOE 28J,6728.0,PARIS ELEMENTARY SCHOOL,0.95
180.0,ADAMS-ARAPAHOE 28J,6758.0,PARK LANE ELEMENTARY SCHOOL,0.897
180.0,ADAMS-ARAPAHOE 28J,6869.0,PEORIA ELEMENTARY SCHOOL,0.838
180.0,ADAMS-ARAPAHOE 28J,7232.0,AURORA QUEST K-8,0.226
180.0,ADAMS-ARAPAHOE 28J,7250.0,RANGEVIEW HIGH SCHOOL,0.39299999999999996
180.0,ADAMS-ARAPAHOE 28J,7558.0,SABLE ELEMENTARY SCHOOL,0.8640000000000001
180.0,ADAMS-ARAPAHOE 28J,7865.0,SIDE CREEK ELEMENTARY SCHOOL,0.449
180.0,ADAMS-ARAPAHOE 28J,7932.0,SIXTH AVENUE ELEMENTARY SCHOOL,0.892
180.0,ADAMS-ARAPAHOE 28J,8078.0,SOUTH MIDDLE SCHOOL,0.893
180.0,ADAMS-ARAPAHOE 28J,8356.0,WILLIAM SMITH HIGH SCHOOL,0.48700000000000004
180.0,ADAMS-ARAPAHOE 28J,8858.0,TOLLGATE ELEMENTARY SCHOOL,0.815
180.0,ADAMS-ARAPAHOE 28J,9056.0,VANGUARD CLASSICAL SCHOOL,0.555
180.0,ADAMS-ARAPAHOE 28J,9059.0,VASSAR ELEMENTARY SCHOOL,0.593
180.0,ADAMS-ARAPAHOE 28J,9060.0,VAUGHN ELEMENTARY SCHOOL,0.8590000000000001
180.0,ADAMS-ARAPAHOE 28J,9083.0,VISTA PEAK P-8 EXPLORATORY,0.488
180.0,ADAMS-ARAPAHOE 28J,9140.0,VIRGINIA COURT ELEMENTARY SCHOOL,0.85
